merchant_id,date,revenue,transaction_count,unique_customers,avg_ticket_size,category,business_size,day_of_week,day_of_week_num,month,day_of_month,is_weekend,dow_sin,dow_cos,month_sin,month_cos,is_holiday_festival,has_active_campaign,lag_1_revenue,lag_2_revenue,lag_7_revenue,lag_14_revenue,lag_1_transactions,lag_7_transactions,lag_1_aov,rolling_7_revenue_mean,rolling_7_revenue_std,rolling_30_revenue_mean,target_revenue_next_day,target_revenue_next_7d,split
m-019,2026-08-04,288.02,2.0,1.0,144.01,Food & Beverage,SMALL,Tuesday,1,8,4,0,0.7818,0.6235,-0.866,-0.5,0,1,152.53,145.69,58.64,284.3,2,1,76.26,384.29,359.87,340.93,113.56,2341.99,TEST
m-019,2026-08-05,113.56,1.0,1.0,113.56,Food & Beverage,SMALL,Wednesday,2,8,5,0,0.9749,-0.2225,-0.866,-0.5,0,0,288.02,152.53,1023.6,644.76,2,5,144.01,417.06,334.85,338.78,115.27,2424.72,TEST
m-019,2026-08-06,115.27,2.0,2.0,57.64,Food & Beverage,SMALL,Thursday,3,8,6,0,0.4339,-0.901,-0.866,-0.5,0,0,113.56,288.02,421.26,378.34,1,4,113.56,287.05,215.51,330.2,167.9,2584.74,TEST
m-019,2026-08-07,167.9,3.0,2.0,55.97,Food & Beverage,SMALL,Friday,4,8,7,0,-0.4339,-0.901,-0.866,-0.5,0,0,115.27,113.56,176.66,310.14,2,3,57.64,243.34,214.78,334.05,613.91,3072.96,TEST
m-019,2026-08-08,613.91,6.0,4.0,102.32,Food & Beverage,SMALL,Saturday,5,8,8,1,-0.9749,-0.2225,-0.866,-0.5,0,0,167.9,115.27,711.65,236.68,3,7,55.97,242.09,215.26,336.8,590.6,3046.85,TEST
m-019,2026-08-09,590.6,4.0,1.0,147.65,Food & Beverage,SMALL,Sunday,6,8,9,1,-0.7818,0.6235,-0.866,-0.5,0,0,613.91,167.9,145.69,247.97,6,2,102.32,228.13,180.01,349.09,400.27,3188.62,TEST
m-019,2026-08-10,400.27,4.0,3.0,100.07,Food & Beverage,SMALL,Monday,0,8,10,0,0.0,1.0,-0.866,-0.5,0,0,590.6,613.91,152.53,348.13,4,2,147.65,291.68,220.13,362.52,340.48,2878.71,TEST
m-019,2026-08-11,340.48,3.0,1.0,113.49,Food & Beverage,SMALL,Tuesday,1,8,11,0,0.7818,0.6235,-0.866,-0.5,0,0,400.27,590.6,288.02,58.64,4,2,100.07,327.08,213.85,366.81,196.29,2769.49,TEST
m-019,2026-08-12,196.29,2.0,1.0,98.15,Food & Beverage,SMALL,Wednesday,2,8,12,0,0.9749,-0.2225,-0.866,-0.5,0,0,340.48,400.27,113.56,1023.6,3,1,113.49,334.57,213.17,364.03,275.29,3131.42,TEST
m-019,2026-08-13,275.29,3.0,3.0,91.76,Food & Beverage,SMALL,Thursday,3,8,13,0,0.4339,-0.901,-0.866,-0.5,0,0,196.29,340.48,115.27,421.26,2,2,98.15,346.39,200.81,342.96,656.12,3041.52,TEST
m-019,2026-08-14,656.12,6.0,4.0,109.35,Food & Beverage,SMALL,Friday,4,8,14,0,-0.4339,-0.901,-0.866,-0.5,0,0,275.29,196.29,167.9,176.66,3,3,91.76,369.25,177.92,340.54,587.8,2866.95,TEST
m-019,2026-08-15,587.8,5.0,2.0,117.56,Food & Beverage,SMALL,Saturday,5,8,15,1,-0.9749,-0.2225,-0.866,-0.5,1,0,656.12,275.29,613.91,711.65,6,6,109.35,438.99,181.49,362.41,732.37,2928.63,TEST
m-019,2026-08-16,732.37,7.0,6.0,104.62,Food & Beverage,SMALL,Sunday,6,8,16,1,-0.7818,0.6235,-0.866,-0.5,0,0,587.8,656.12,590.6,145.69,5,4,117.56,435.26,177.52,365.45,90.36,2752.51,TEST
m-019,2026-08-17,90.36,2.0,1.0,45.18,Food & Beverage,SMALL,Monday,0,8,17,0,0.0,1.0,-0.866,-0.5,0,0,732.37,587.8,400.27,152.53,7,4,104.62,455.52,204.27,384.18,231.26,2977.35,TEST
m-019,2026-08-18,231.26,4.0,3.0,57.82,Food & Beverage,SMALL,Tuesday,1,8,18,0,0.7818,0.6235,-0.866,-0.5,0,0,90.36,732.37,340.48,288.02,2,3,45.18,411.24,247.29,369.79,558.22,2944.12,TEST
m-019,2026-08-19,558.22,5.0,5.0,111.64,Food & Beverage,SMALL,Wednesday,2,8,19,0,0.9749,-0.2225,-0.866,-0.5,0,0,231.26,90.36,196.29,113.56,4,2,57.82,395.64,255.8,358.36,185.39,4117.21,TEST
m-019,2026-08-20,185.39,2.0,2.0,92.7,Food & Beverage,SMALL,Thursday,3,8,20,0,0.4339,-0.901,-0.866,-0.5,0,0,558.22,231.26,275.29,115.27,5,3,111.64,447.35,245.15,369.94,481.55,3963.92,TEST
m-019,2026-08-21,481.55,3.0,3.0,160.52,Food & Beverage,SMALL,Friday,4,8,21,0,-0.4339,-0.901,-0.866,-0.5,0,0,185.39,558.22,656.12,167.9,2,6,92.7,434.5,257.7,366.64,649.48,3835.33,TEST
m-019,2026-08-22,649.48,7.0,5.0,92.78,Food & Beverage,SMALL,Saturday,5,8,22,1,-0.9749,-0.2225,-0.866,-0.5,0,0,481.55,185.39,587.8,613.91,3,5,160.52,409.56,240.55,361.2,556.25,3673.52,TEST
m-019,2026-08-23,556.25,7.0,5.0,79.46,Food & Beverage,SMALL,Sunday,6,8,23,1,-0.7818,0.6235,-0.866,-0.5,0,0,649.48,481.55,732.37,590.6,7,7,92.78,418.38,249.14,370.24,315.2,3260.91,TEST
m-019,2026-08-24,315.2,4.0,2.0,78.8,Food & Beverage,SMALL,Monday,0,8,24,0,0.0,1.0,-0.866,-0.5,0,0,556.25,649.48,90.36,400.27,7,2,79.46,393.22,219.25,378.44,198.03,3682.37,TEST
m-019,2026-08-25,198.03,4.0,3.0,49.51,Food & Beverage,SMALL,Tuesday,1,8,25,0,0.7818,0.6235,-0.866,-0.5,0,0,315.2,556.25,231.26,340.48,4,4,78.8,425.34,180.54,381.06,1731.31,3693.48,TEST
m-019,2026-08-26,1731.31,9.0,5.0,192.37,Food & Beverage,SMALL,Wednesday,2,8,26,0,0.9749,-0.2225,-0.866,-0.5,0,0,198.03,315.2,558.22,196.29,4,5,49.51,420.59,186.82,379.39,32.1,2168.88,TEST
m-019,2026-08-27,32.1,1.0,1.0,32.1,Food & Beverage,SMALL,Thursday,3,8,27,0,0.4339,-0.901,-0.866,-0.5,0,0,1731.31,198.03,185.39,275.29,9,2,192.37,588.17,534.15,425.5,352.96,2136.78,TEST
m-019,2026-08-28,352.96,4.0,3.0,88.24,Food & Beverage,SMALL,Friday,4,8,28,0,-0.4339,-0.901,-0.866,-0.5,1,0,32.1,1731.31,481.55,656.12,1,3,32.1,566.27,556.1,424.61,487.67,2113.88,TEST
m-019,2026-08-29,487.67,5.0,2.0,97.53,Food & Beverage,SMALL,Saturday,5,8,29,1,-0.9749,-0.2225,-0.866,-0.5,0,0,352.96,32.1,649.48,587.8,4,7,88.24,547.9,561.46,402.26,143.64,1922.27,TEST
m-019,2026-08-30,143.64,2.0,0.0,71.82,Food & Beverage,SMALL,Sunday,6,8,30,1,-0.7818,0.6235,-0.866,-0.5,0,0,487.67,352.96,556.25,732.37,5,7,97.53,524.79,559.91,404.47,736.66,2981.42,TEST
m-019,2026-08-31,736.66,3.0,2.0,245.55,Food & Beverage,SMALL,Monday,0,8,31,0,0.0,1.0,-0.866,-0.5,0,0,143.64,487.67,315.2,90.36,2,4,71.82,465.84,577.49,403.37,209.14,2446.89,TEST
m-019,2026-09-01,209.14,2.0,2.0,104.57,Food & Beverage,SMALL,Tuesday,1,9,1,0,0.7818,0.6235,-1.0,-0.0,0,0,736.66,143.64,198.03,231.26,3,4,245.55,526.05,581.13,404.21,206.71,2652.35,TEST
m-019,2026-09-02,206.71,2.0,2.0,103.35,Food & Beverage,SMALL,Wednesday,2,9,2,0,0.9749,-0.2225,-1.0,-0.0,0,0,209.14,736.66,1731.31,558.22,2,9,104.57,527.64,580.1,406.32,0.0,2532.5,TEST
m-019,2026-09-03,0.0,0.0,0.0,0.0,Food & Beverage,SMALL,Thursday,3,9,3,0,0.4339,-0.901,-1.0,-0.0,0,0,206.71,209.14,32.1,185.39,2,1,103.35,309.84,238.47,408.13,330.06,2918.62,TEST
m-019,2026-09-04,330.06,2.0,2.0,165.03,Food & Beverage,SMALL,Friday,4,9,4,0,-0.4339,-0.901,-1.0,-0.0,0,0,0.0,206.71,352.96,481.55,0,4,0.0,305.25,244.92,398.53,296.06,3019.27,TEST
m-019,2026-09-05,296.06,2.0,2.0,148.03,Food & Beverage,SMALL,Saturday,5,9,5,1,-0.9749,-0.2225,-1.0,-0.0,0,0,330.06,0.0,487.67,649.48,2,5,165.03,301.98,244.33,405.74,1202.79,3176.43,TEST
m-019,2026-09-06,1202.79,8.0,7.0,150.35,Food & Beverage,SMALL,Sunday,6,9,6,1,-0.7818,0.6235,-1.0,-0.0,0,0,296.06,330.06,143.64,556.25,2,2,148.03,274.61,230.39,411.77,202.13,2318.65,TEST
m-019,2026-09-07,202.13,4.0,4.0,50.53,Food & Beverage,SMALL,Monday,0,9,7,0,0.0,1.0,-1.0,-0.0,0,0,1202.79,296.06,736.66,315.2,8,3,150.35,425.92,408.78,446.27,414.6,3262.21,TEST
m-019,2026-09-08,414.6,3.0,2.0,138.2,Food & Beverage,SMALL,Tuesday,1,9,8,0,0.7818,0.6235,-1.0,-0.0,0,0,202.13,1202.79,209.14,198.03,4,2,50.53,349.56,390.58,432.54,86.86,2898.68,TEST
m-019,2026-09-09,86.86,1.0,1.0,86.86,Food & Beverage,SMALL,Wednesday,2,9,9,0,0.9749,-0.2225,-1.0,-0.0,0,0,414.6,202.13,206.71,1731.31,3,2,138.2,378.91,385.96,426.67,386.12,2811.82,TEST
m-019,2026-09-10,386.12,4.0,1.0,96.53,Food & Beverage,SMALL,Thursday,3,9,10,0,0.4339,-0.901,-1.0,-0.0,0,0,86.86,414.6,0.0,32.1,1,0,86.86,361.79,397.36,416.23,430.71,2509.94,TEST
m-019,2026-09-11,430.71,4.0,1.0,107.68,Food & Beverage,SMALL,Friday,4,9,11,0,-0.4339,-0.901,-1.0,-0.0,0,0,386.12,86.86,330.06,352.96,4,2,96.53,416.95,364.18,417.75,453.22,2079.23,TEST
m-019,2026-09-12,453.22,4.0,4.0,113.3,Food & Beverage,SMALL,Saturday,5,9,12,1,-0.9749,-0.2225,-1.0,-0.0,0,0,430.71,386.12,296.06,487.67,4,2,107.68,431.32,362.16,425.56,345.01,1626.01,TEST
m-019,2026-09-13,345.01,4.0,1.0,86.25,Food & Beverage,SMALL,Sunday,6,9,13,1,-0.7818,0.6235,-1.0,-0.0,0,0,453.22,430.71,1202.79,143.64,4,8,113.3,453.78,357.22,431.49,1145.69,1281.0,TEST
m-019,2026-09-14,1145.69,6.0,3.0,190.95,Food & Beverage,SMALL,Monday,0,9,14,0,0.0,1.0,-1.0,-0.0,0,0,345.01,453.22,202.13,736.66,4,4,86.25,331.24,136.21,421.12,51.07,135.31,TEST
m-019,2026-09-15,51.07,1.0,1.0,51.07,Food & Beverage,SMALL,Tuesday,1,9,15,0,0.7818,0.6235,-1.0,-0.0,0,0,1145.69,345.01,414.6,209.14,6,3,190.95,466.03,324.24,439.72,0.0,84.24,TEST
m-019,2026-09-16,0.0,0.0,0.0,0.0,Food & Beverage,SMALL,Wednesday,2,9,16,0,0.9749,-0.2225,-1.0,-0.0,0,0,51.07,1145.69,86.86,206.71,1,1,51.07,414.1,360.89,417.01,84.24,84.24,TEST
m-020,2025-09-18,161.34,3.0,3.0,53.78,Food & Beverage,MEDIUM,Thursday,3,9,18,0,0.4339,-0.901,-1.0,-0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2920.27,TRAIN
m-020,2025-09-19,0.0,0.0,0.0,0.0,Food & Beverage,MEDIUM,Friday,4,9,19,0,-0.4339,-0.901,-1.0,-0.0,0,0,161.34,0.0,0.0,0.0,3,0,53.78,161.34,0.0,161.34,806.56,3584.7,TRAIN
m-020,2025-09-20,806.56,4.0,3.0,201.64,Food & Beverage,MEDIUM,Saturday,5,9,20,1,-0.9749,-0.2225,-1.0,-0.0,0,0,0.0,161.34,0.0,0.0,0,0,0.0,80.67,114.08,80.67,672.03,3499.34,TRAIN
m-020,2025-09-21,672.03,3.0,2.0,224.01,Food & Beverage,MEDIUM,Sunday,6,9,21,1,-0.7818,0.6235,-1.0,-0.0,0,0,806.56,0.0,0.0,0.0,4,0,201.64,322.63,426.79,322.63,107.07,3628.45,TRAIN
m-020,2025-09-22,107.07,1.0,1.0,107.07,Food & Beverage,MEDIUM,Monday,0,9,22,0,0.0,1.0,-1.0,-0.0,0,0,672.03,806.56,0.0,0.0,3,0,224.01,409.98,389.81,409.98,861.98,3703.21,TRAIN
m-020,2025-09-23,861.98,6.0,3.0,143.66,Food & Beverage,MEDIUM,Tuesday,1,9,23,0,0.7818,0.6235,-1.0,-0.0,0,0,107.07,672.03,0.0,0.0,1,0,107.07,349.4,363.75,349.4,0.0,3157.54,TRAIN
m-020,2025-09-24,0.0,0.0,0.0,0.0,Food & Beverage,MEDIUM,Wednesday,2,9,24,0,0.9749,-0.2225,-1.0,-0.0,0,0,861.98,107.07,0.0,0.0,6,0,143.66,434.83,386.83,434.83,472.63,3452.88,TRAIN
m-020,2025-09-25,472.63,6.0,5.0,78.77,Food & Beverage,MEDIUM,Thursday,3,9,25,0,0.4339,-0.901,-1.0,-0.0,0,0,0.0,861.98,161.34,0.0,0,3,0.0,372.71,389.5,372.71,664.43,3024.18,TRAIN
m-020,2025-09-26,664.43,6.0,4.0,110.74,Food & Beverage,MEDIUM,Friday,4,9,26,0,-0.4339,-0.901,-1.0,-0.0,0,0,472.63,0.0,0.0,0.0,6,0,78.77,417.18,378.98,385.2,721.2,2398.03,TRAIN
m-020,2025-09-27,721.2,7.0,5.0,103.03,Food & Beverage,MEDIUM,Saturday,5,9,27,1,-0.9749,-0.2225,-1.0,-0.0,0,0,664.43,472.63,806.56,0.0,6,4,110.74,512.1,338.07,416.23,801.14,2140.72,TRAIN
m-020,2025-09-28,801.14,7.0,6.0,114.45,Food & Beverage,MEDIUM,Sunday,6,9,28,1,-0.7818,0.6235,-1.0,-0.0,0,0,721.2,664.43,672.03,0.0,7,3,103.03,499.91,327.04,446.72,181.83,2113.13,TRAIN
m-020,2025-09-29,181.83,1.0,1.0,181.83,Food & Beverage,MEDIUM,Monday,0,9,29,0,0.0,1.0,-1.0,-0.0,0,0,801.14,721.2,107.07,0.0,7,1,114.45,518.35,341.68,478.94,316.31,2451.61,TRAIN
m-020,2025-09-30,316.31,2.0,2.0,158.16,Food & Beverage,MEDIUM,Tuesday,1,9,30,0,0.7818,0.6235,-1.0,-0.0,0,0,181.83,801.14,861.98,0.0,1,6,181.83,529.03,327.56,454.18,295.34,2168.94,TRAIN
m-020,2025-10-01,295.34,3.0,1.0,98.45,Food & Beverage,MEDIUM,Wednesday,2,10,1,0,0.9749,-0.2225,-0.866,0.5,0,0,316.31,181.83,0.0,0.0,2,0,158.16,451.08,298.78,443.58,43.93,1911.88,TRAIN
m-020,2025-10-02,43.93,1.0,1.0,43.93,Food & Beverage,MEDIUM,Thursday,3,10,2,0,0.4339,-0.901,-0.866,0.5,0,0,295.34,316.31,472.63,161.34,3,6,98.45,493.27,239.42,432.99,38.28,1961.17,TRAIN
m-020,2025-10-03,38.28,1.0,1.0,38.28,Food & Beverage,MEDIUM,Friday,4,10,3,0,-0.4339,-0.901,-0.866,0.5,0,0,43.93,295.34,664.43,0.0,1,6,43.93,432.03,294.16,407.05,463.89,3332.58,TRAIN
m-020,2025-10-04,463.89,4.0,2.0,115.97,Food & Beverage,MEDIUM,Saturday,5,10,4,1,-0.9749,-0.2225,-0.866,0.5,0,0,38.28,43.93,721.2,806.56,1,7,38.28,342.58,306.64,384.0,773.55,3385.15,TRAIN
m-020,2025-10-05,773.55,6.0,4.0,128.92,Food & Beverage,MEDIUM,Sunday,6,10,5,1,-0.7818,0.6235,-0.866,0.5,0,0,463.89,38.28,801.14,672.03,4,7,115.97,305.82,266.48,388.7,520.31,3291.54,TRAIN
m-020,2025-10-06,520.31,4.0,3.0,130.08,Food & Beverage,MEDIUM,Monday,0,10,6,0,0.0,1.0,-0.866,0.5,0,0,773.55,463.89,181.83,107.07,6,1,128.92,301.88,258.01,410.08,33.64,3525.54,TRAIN
m-020,2025-10-07,33.64,1.0,0.0,33.64,Food & Beverage,MEDIUM,Tuesday,1,10,7,0,0.7818,0.6235,-0.866,0.5,0,0,520.31,773.55,316.31,861.98,4,2,130.08,350.23,263.42,415.89,38.28,3669.62,TRAIN
m-020,2025-10-08,38.28,1.0,1.0,38.28,Food & Beverage,MEDIUM,Wednesday,2,10,8,0,0.9749,-0.2225,-0.866,0.5,0,0,33.64,520.31,295.34,0.0,1,3,33.64,309.85,289.83,396.77,93.22,3676.9,TRAIN
m-020,2025-10-09,93.22,1.0,0.0,93.22,Food & Beverage,MEDIUM,Thursday,3,10,9,0,0.4339,-0.901,-0.866,0.5,0,0,38.28,33.64,43.93,472.63,1,1,38.28,273.13,307.71,379.7,1409.69,4135.86,TRAIN
m-020,2025-10-10,1409.69,6.0,4.0,234.95,Food & Beverage,MEDIUM,Friday,4,10,10,0,-0.4339,-0.901,-0.866,0.5,0,0,93.22,38.28,38.28,664.43,1,1,93.22,280.17,302.1,366.68,516.46,3028.97,TRAIN
m-020,2025-10-11,516.46,4.0,3.0,129.12,Food & Beverage,MEDIUM,Saturday,5,10,11,1,-0.9749,-0.2225,-0.866,0.5,0,0,1409.69,93.22,463.89,721.2,6,4,234.95,476.08,499.37,412.03,679.94,2795.97,TRAIN
m-020,2025-10-12,679.94,8.0,5.0,84.99,Food & Beverage,MEDIUM,Sunday,6,10,12,1,-0.7818,0.6235,-0.866,0.5,0,0,516.46,1409.69,773.55,801.14,4,6,129.12,483.59,499.55,416.38,754.31,2291.75,TRAIN
m-020,2025-10-13,754.31,4.0,2.0,188.58,Food & Beverage,MEDIUM,Monday,0,10,13,0,0.0,1.0,-0.866,0.5,0,0,679.94,516.46,520.31,181.83,8,4,84.99,470.22,491.69,426.92,177.72,2774.51,TRAIN
m-020,2025-10-14,177.72,3.0,3.0,59.24,Food & Beverage,MEDIUM,Tuesday,1,10,14,0,0.7818,0.6235,-0.866,0.5,0,0,754.31,679.94,33.64,316.31,4,1,188.58,503.65,503.47,439.51,45.56,3159.7,TRAIN
m-020,2025-10-15,45.56,1.0,1.0,45.56,Food & Beverage,MEDIUM,Wednesday,2,10,15,0,0.9749,-0.2225,-0.866,0.5,0,0,177.72,754.31,38.28,295.34,3,1,59.24,524.23,483.61,429.82,552.18,3418.5,TRAIN
m-020,2025-10-16,552.18,5.0,2.0,110.44,Food & Beverage,MEDIUM,Thursday,3,10,16,0,0.4339,-0.901,-0.866,0.5,0,0,45.56,177.72,93.22,43.93,1,1,45.56,525.27,482.4,416.09,302.8,3048.15,TRAIN
m-020,2025-10-17,302.8,2.0,2.0,151.4,Food & Beverage,MEDIUM,Friday,4,10,17,0,-0.4339,-0.901,-0.866,0.5,0,0,552.18,45.56,1409.69,38.28,5,6,110.44,590.84,443.51,420.79,283.46,2745.35,TRAIN
m-020,2025-10-18,283.46,4.0,3.0,70.87,Food & Beverage,MEDIUM,Saturday,5,10,18,1,-0.9749,-0.2225,-0.866,0.5,0,0,302.8,552.18,516.46,463.89,2,4,151.4,432.71,263.82,416.85,175.72,2957.02,TRAIN
m-020,2025-10-19,175.72,2.0,2.0,87.86,Food & Beverage,MEDIUM,Sunday,6,10,19,1,-0.7818,0.6235,-0.866,0.5,0,0,283.46,302.8,679.94,773.55,4,8,70.87,399.42,266.18,420.92,1237.07,3049.82,TRAIN
m-020,2025-10-20,1237.07,12.0,8.0,103.09,Food & Beverage,MEDIUM,Monday,0,10,20,0,0.0,1.0,-0.866,0.5,1,0,175.72,283.46,754.31,520.31,2,4,87.86,327.39,245.0,426.78,562.91,2182.63,TRAIN
m-020,2025-10-21,562.91,7.0,6.0,80.42,Food & Beverage,MEDIUM,Tuesday,1,10,21,0,0.7818,0.6235,-0.866,0.5,1,0,1237.07,175.72,177.72,33.64,12,3,103.09,396.36,402.52,441.13,304.36,1619.72,TRAIN
m-020,2025-10-22,304.36,3.0,2.0,101.45,Food & Beverage,MEDIUM,Wednesday,2,10,22,0,0.9749,-0.2225,-0.866,0.5,1,0,562.91,1237.07,45.56,38.28,7,1,80.42,451.39,393.88,437.49,181.83,1710.26,TRAIN
m-020,2025-10-23,181.83,1.0,1.0,181.83,Food & Beverage,MEDIUM,Thursday,3,10,23,0,0.4339,-0.901,-0.866,0.5,0,0,304.36,562.91,552.18,93.22,3,5,101.45,488.36,360.14,444.07,0.0,2493.82,TRAIN
m-020,2025-10-24,0.0,0.0,0.0,0.0,Food & Beverage,MEDIUM,Friday,4,10,24,0,-0.4339,-0.901,-0.866,0.5,0,0,181.83,304.36,302.8,1409.69,1,2,181.83,435.45,376.06,421.4,495.13,2911.09,TRAIN
m-020,2025-10-25,495.13,3.0,3.0,165.04,Food & Beverage,MEDIUM,Saturday,5,10,25,1,-0.9749,-0.2225,-0.866,0.5,0,0,0.0,181.83,283.46,516.46,0,4,0.0,392.19,409.76,421.4,268.52,3247.51,TRAIN
m-020,2025-10-26,268.52,3.0,3.0,89.51,Food & Beverage,MEDIUM,Sunday,6,10,26,1,-0.7818,0.6235,-0.866,0.5,0,0,495.13,0.0,175.72,679.94,3,2,165.04,422.43,408.21,422.15,369.88,3161.7,TRAIN
m-020,2025-10-27,369.88,3.0,3.0,123.29,Food & Beverage,MEDIUM,Monday,0,10,27,0,0.0,1.0,-0.866,0.5,0,0,268.52,495.13,1237.07,754.31,3,12,89.51,435.69,400.29,408.95,0.0,2791.82,TRAIN
m-020,2025-10-28,0.0,0.0,0.0,0.0,Food & Beverage,MEDIUM,Tuesday,1,10,28,0,0.7818,0.6235,-0.866,0.5,0,0,369.88,268.52,562.91,177.72,3,7,123.29,311.8,189.77,397.24,394.9,3060.78,TRAIN
m-020,2025-10-29,394.9,4.0,3.0,98.72,Food & Beverage,MEDIUM,Wednesday,2,10,29,0,0.9749,-0.2225,-0.866,0.5,0,0,0.0,369.88,304.36,45.56,0,3,0.0,231.39,184.83,370.54,965.39,2889.22,TRAIN
m-020,2025-10-30,965.39,4.0,3.0,241.35,Food & Beverage,MEDIUM,Thursday,3,10,30,0,0.4339,-0.901,-0.866,0.5,0,0,394.9,0.0,181.83,552.18,4,1,98.72,244.32,193.74,377.64,417.27,2387.09,TRAIN
m-020,2025-10-31,417.27,5.0,3.0,83.45,Food & Beverage,MEDIUM,Friday,4,10,31,0,-0.4339,-0.901,-0.866,0.5,0,0,965.39,394.9,0.0,302.8,4,0,241.35,356.26,330.04,399.28,831.55,2956.43,TRAIN
m-020,2025-11-01,831.55,4.0,1.0,207.89,Food & Beverage,MEDIUM,Saturday,5,11,1,1,-0.9749,-0.2225,-0.5,0.866,0,0,417.27,965.39,495.13,283.46,5,3,83.45,415.87,290.25,403.34,182.71,2652.76,TRAIN
m-020,2025-11-02,182.71,3.0,2.0,60.9,Food & Beverage,MEDIUM,Sunday,6,11,2,1,-0.7818,0.6235,-0.5,0.866,0,0,831.55,417.27,268.52,175.72,4,3,207.89,463.93,330.61,429.59,0.0,2720.8,TRAIN
m-020,2025-11-03,0.0,0.0,0.0,0.0,Food & Beverage,MEDIUM,Monday,0,11,3,0,0.0,1.0,-0.5,0.866,0,0,182.71,831.55,369.88,1237.07,3,3,60.9,451.67,340.5,434.41,268.96,3494.8,TRAIN
m-020,2025-11-04,268.96,2.0,2.0,134.48,Food & Beverage,MEDIUM,Tuesday,1,11,4,0,0.7818,0.6235,-0.5,0.866,0,0,0.0,182.71,0.0,562.91,0,0,0.0,398.83,381.54,418.95,223.34,3360.42,TRAIN
m-020,2025-11-05,223.34,2.0,1.0,111.67,Food & Beverage,MEDIUM,Wednesday,2,11,5,0,0.9749,-0.2225,-0.5,0.866,0,0,268.96,0.0,394.9,304.36,2,4,134.48,437.25,346.63,402.13,463.26,3622.15,TRAIN
m-020,2025-11-06,463.26,3.0,1.0,154.42,Food & Beverage,MEDIUM,Thursday,3,11,6,0,0.4339,-0.901,-0.5,0.866,0,0,223.34,268.96,965.39,181.83,2,4,111.67,412.75,356.06,392.23,986.61,3790.03,TRAIN
m-020,2025-11-07,986.61,5.0,4.0,197.32,Food & Beverage,MEDIUM,Friday,4,11,7,0,-0.4339,-0.901,-0.5,0.866,0,0,463.26,223.34,417.27,0.0,3,5,154.42,341.01,265.13,406.55,527.88,3888.12,TRAIN
m-020,2025-11-08,527.88,5.0,3.0,105.58,Food & Beverage,MEDIUM,Saturday,5,11,8,1,-0.9749,-0.2225,-0.5,0.866,0,0,986.61,463.26,831.55,495.13,5,4,197.32,422.35,362.04,438.16,250.75,4742.0,TRAIN
m-020,2025-11-09,250.75,2.0,2.0,125.38,Food & Beverage,MEDIUM,Sunday,6,11,9,1,-0.7818,0.6235,-0.5,0.866,0,0,527.88,986.61,182.71,268.52,5,3,105.58,378.97,320.67,452.65,774.0,4897.46,TRAIN
m-020,2025-11-10,774.0,4.0,1.0,193.5,Food & Beverage,MEDIUM,Monday,0,11,10,0,0.0,1.0,-0.5,0.866,0,0,250.75,527.88,0.0,369.88,2,0,125.38,388.69,314.7,414.02,134.58,4642.77,TRAIN
m-020,2025-11-11,134.58,1.0,1.0,134.58,Food & Beverage,MEDIUM,Tuesday,1,11,11,0,0.7818,0.6235,-0.5,0.866,0,0,774.0,250.75,268.96,0.0,4,2,193.5,499.26,290.41,422.6,485.07,4696.38,TRAIN
m-020,2025-11-12,485.07,4.0,3.0,121.27,Food & Beverage,MEDIUM,Wednesday,2,11,12,0,0.9749,-0.2225,-0.5,0.866,0,0,134.58,774.0,223.34,394.9,1,2,134.58,480.06,311.82,404.42,631.14,4495.08,TRAIN
m-020,2025-11-13,631.14,2.0,0.0,315.57,Food & Beverage,MEDIUM,Thursday,3,11,13,0,0.4339,-0.901,-0.5,0.866,0,0,485.07,134.58,463.26,965.39,4,3,121.27,517.45,290.9,395.45,1084.7,4108.57,TRAIN
m-020,2025-11-14,1084.7,5.0,3.0,216.94,Food & Beverage,MEDIUM,Friday,4,11,14,0,-0.4339,-0.901,-0.5,0.866,0,0,631.14,485.07,986.61,417.27,2,5,315.57,541.43,292.6,410.56,1381.76,3380.14,TRAIN
m-020,2025-11-15,1381.76,8.0,5.0,172.72,Food & Beverage,MEDIUM,Saturday,5,11,15,1,-0.9749,-0.2225,-0.5,0.866,0,0,1084.7,631.14,527.88,831.55,5,5,216.94,555.45,318.67,445.2,406.21,2237.97,TRAIN
m-020,2025-11-16,406.21,4.0,2.0,101.55,Food & Beverage,MEDIUM,Sunday,6,11,16,1,-0.7818,0.6235,-0.5,0.866,0,0,1381.76,1084.7,250.75,182.71,8,2,172.72,677.43,444.82,472.85,519.31,2093.38,TRAIN
m-020,2025-11-17,519.31,4.0,2.0,129.83,Food & Beverage,MEDIUM,Monday,0,11,17,0,0.0,1.0,-0.5,0.866,0,0,406.21,1381.76,774.0,0.0,4,4,101.55,699.64,423.32,476.3,188.19,1789.54,TRAIN
m-020,2025-11-18,188.19,3.0,1.0,62.73,Food & Beverage,MEDIUM,Tuesday,1,11,18,0,0.7818,0.6235,-0.5,0.866,0,0,519.31,406.21,134.58,268.96,4,1,129.83,663.25,426.8,484.16,283.77,2286.68,TRAIN
m-020,2025-11-19,283.77,2.0,2.0,141.88,Food & Beverage,MEDIUM,Wednesday,2,11,19,0,0.9749,-0.2225,-0.5,0.866,0,0,188.19,519.31,485.07,223.34,3,4,62.73,670.91,416.08,484.58,244.63,2486.28,TRAIN
