merchant_id,date,daily_revenue,daily_transactions,unique_customers,avg_order_value,day_of_week,is_weekend,is_festival
m-028,2026-04-04,1288.17,4,1,322.04,Saturday,True,False
m-028,2026-04-05,3173.13,4,4,793.28,Sunday,True,False
m-028,2026-04-06,1285.82,5,4,257.16,Monday,False,False
m-028,2026-04-07,1383.89,6,5,230.65,Tuesday,False,False
m-028,2026-04-08,803.6,3,3,267.87,Wednesday,False,False
m-028,2026-04-09,798.04,2,2,399.02,Thursday,False,False
m-028,2026-04-10,1690.14,3,1,563.38,Friday,False,False
m-028,2026-04-11,2676.61,4,3,669.15,Saturday,True,False
m-028,2026-04-12,114.16,1,1,114.16,Sunday,True,False
m-028,2026-04-13,1585.68,2,1,792.84,Monday,False,False
m-028,2026-04-14,2155.69,5,4,431.14,Tuesday,False,False
m-028,2026-04-15,431.36,3,1,143.79,Wednesday,False,False
m-028,2026-04-16,57.08,1,1,57.08,Thursday,False,False
m-028,2026-04-17,1137.72,4,4,284.43,Friday,False,False
m-028,2026-04-18,1557.67,5,4,311.53,Saturday,True,False
m-028,2026-04-19,2338.77,6,6,389.8,Sunday,True,False
m-028,2026-04-20,639.35,5,4,127.87,Monday,False,False
m-028,2026-04-21,1297.01,4,4,324.25,Tuesday,False,False
m-028,2026-04-22,3110.92,3,1,1036.97,Wednesday,False,False
m-028,2026-04-23,256.71,2,2,128.35,Thursday,False,False
m-028,2026-04-24,1904.71,6,4,317.45,Friday,False,False
m-028,2026-04-25,835.17,4,1,208.79,Saturday,True,False
m-028,2026-04-26,3785.37,4,3,946.34,Sunday,True,False
m-028,2026-04-27,114.16,1,1,114.16,Monday,False,False
m-028,2026-04-28,1482.04,6,3,247.01,Tuesday,False,False
m-028,2026-04-29,487.83,3,2,162.61,Wednesday,False,False
m-028,2026-04-30,57.08,1,1,57.08,Thursday,False,False
m-028,2026-05-01,302.68,3,2,100.89,Friday,False,False
m-028,2026-05-02,1092.66,7,5,156.09,Saturday,True,False
m-028,2026-05-03,1235.24,5,3,247.05,Sunday,True,False
m-028,2026-05-04,312.14,2,1,156.07,Monday,False,False
m-028,2026-05-05,496.9,3,3,165.63,Tuesday,False,False
m-028,2026-05-06,393.07,3,2,131.02,Wednesday,False,False
m-028,2026-05-08,854.85,3,2,284.95,Friday,False,False
m-028,2026-05-09,211.44,2,1,105.72,Saturday,True,False
m-028,2026-05-10,780.92,5,3,156.18,Sunday,True,False
m-028,2026-05-11,1223.17,4,3,305.79,Monday,False,False
m-028,2026-05-12,177.96,3,2,59.32,Tuesday,False,False
m-028,2026-05-13,1314.22,5,4,262.84,Wednesday,False,False
m-028,2026-05-14,71.43,1,1,71.43,Thursday,False,False
m-028,2026-05-15,1333.75,4,1,333.44,Friday,False,False
m-028,2026-05-16,525.86,3,1,175.29,Saturday,True,False
m-028,2026-05-17,2062.02,8,8,257.75,Sunday,True,False
m-028,2026-05-18,1407.66,2,0,703.83,Monday,False,False
m-028,2026-05-20,1020.24,1,1,1020.24,Wednesday,False,False
m-028,2026-05-21,1357.02,5,5,271.4,Thursday,False,False
m-028,2026-05-22,326.49,2,1,163.24,Friday,False,False
m-028,2026-05-23,219.53,2,2,109.76,Saturday,True,False
m-028,2026-05-24,79.52,2,2,39.76,Sunday,True,False
m-028,2026-05-25,429.72,3,3,143.24,Monday,False,False
m-028,2026-05-26,1276.44,4,4,319.11,Tuesday,False,False
m-028,2026-05-27,911.82,3,1,303.94,Wednesday,False,False
m-028,2026-05-28,2098.89,5,2,419.78,Thursday,False,False
m-028,2026-05-29,1371.07,4,3,342.77,Friday,False,False
m-028,2026-05-30,502.39,4,2,125.6,Saturday,True,False
m-028,2026-05-31,465.38,5,5,93.08,Sunday,True,False
m-028,2026-06-01,2280.58,3,3,760.19,Monday,False,False
m-028,2026-06-02,446.39,3,2,148.8,Tuesday,False,False
m-028,2026-06-03,1911.02,4,1,477.76,Wednesday,False,False
m-028,2026-06-04,1096.49,2,2,548.24,Thursday,False,False
m-028,2026-06-05,4087.53,5,5,817.51,Friday,False,False
m-028,2026-06-06,2986.84,7,7,426.69,Saturday,True,False
m-028,2026-06-07,2720.03,5,3,544.01,Sunday,True,False
m-028,2026-06-08,71.43,2,1,35.71,Monday,False,False
m-028,2026-06-09,1920.9,4,4,480.22,Tuesday,False,False
m-028,2026-06-10,1865.86,3,2,621.95,Wednesday,False,False
m-028,2026-06-11,1146.86,3,2,382.29,Thursday,False,False
m-028,2026-06-13,325.34,2,1,162.67,Saturday,True,False
m-028,2026-06-14,1467.05,2,2,733.53,Sunday,True,False
m-028,2026-06-15,2449.22,4,3,612.3,Monday,False,False
m-028,2026-06-16,181.63,1,1,181.63,Tuesday,False,False
m-028,2026-06-17,1897.43,4,3,474.36,Wednesday,False,False
m-028,2026-06-18,463.03,3,2,154.34,Thursday,False,False
m-028,2026-06-19,444.56,3,1,148.19,Friday,False,False
m-028,2026-06-20,240.14,2,1,120.07,Saturday,True,False
m-028,2026-06-21,80.89,2,0,40.44,Sunday,True,False
m-028,2026-06-22,1294.38,5,5,258.88,Monday,False,False
m-028,2026-06-23,625.3,6,4,104.22,Tuesday,False,False
m-028,2026-06-24,1987.51,6,4,331.25,Wednesday,False,False
m-028,2026-06-25,977.94,3,2,325.98,Thursday,False,False
m-028,2026-06-26,1658.77,6,5,276.46,Friday,False,False
m-028,2026-06-27,2544.96,3,3,848.32,Saturday,True,False
m-028,2026-06-28,793.71,4,4,198.43,Sunday,True,False
m-028,2026-06-29,1765.85,7,4,252.26,Monday,False,False
m-028,2026-06-30,1099.86,3,3,366.62,Tuesday,False,False
m-028,2026-07-03,2454.75,2,2,1227.38,Friday,False,False
m-028,2026-07-04,1320.57,5,2,264.11,Saturday,True,False
m-028,2026-07-05,1295.36,4,4,323.84,Sunday,True,False
m-028,2026-07-06,368.52,2,2,184.26,Monday,False,False
m-028,2026-07-07,595.97,4,2,148.99,Tuesday,False,False
m-028,2026-07-08,463.03,2,1,231.52,Wednesday,False,False
m-028,2026-07-10,1488.3,5,4,297.66,Friday,False,False
m-028,2026-07-11,1020.41,4,4,255.1,Saturday,True,False
m-028,2026-07-12,187.63,1,1,187.63,Sunday,True,False
m-028,2026-07-13,1099.27,3,2,366.42,Monday,False,False
m-028,2026-07-14,746.08,2,2,373.04,Tuesday,False,False
m-028,2026-07-15,573.92,2,2,286.96,Wednesday,False,False
m-028,2026-07-16,1051.36,7,6,150.19,Thursday,False,False
m-028,2026-07-17,570.54,2,1,285.27,Friday,False,False
m-028,2026-07-18,3116.0,6,3,519.33,Saturday,True,False
m-028,2026-07-19,785.03,4,2,196.26,Sunday,True,False
m-028,2026-07-20,749.53,4,4,187.38,Monday,False,False
m-028,2026-07-21,31.9,1,0,31.9,Tuesday,False,False
m-028,2026-07-22,925.36,4,3,231.34,Wednesday,False,False
m-028,2026-07-23,682.43,3,0,227.48,Thursday,False,False
m-028,2026-07-24,23.81,1,1,23.81,Friday,False,False
m-028,2026-07-25,2919.01,3,3,973.0,Saturday,True,False
m-028,2026-07-26,433.01,4,3,108.25,Sunday,True,False
m-028,2026-07-27,2352.53,4,3,588.13,Monday,False,False
m-028,2026-07-28,1006.04,6,4,167.67,Tuesday,False,False
m-028,2026-07-29,248.09,2,2,124.04,Wednesday,False,False
m-028,2026-07-30,375.26,1,1,375.26,Thursday,False,False
m-028,2026-07-31,389.56,4,4,97.39,Friday,False,False
m-028,2026-08-01,1507.3,4,2,376.83,Saturday,True,False
m-028,2026-08-02,1014.88,5,5,202.98,Sunday,True,False
m-028,2026-08-03,1937.94,7,4,276.85,Monday,False,False
m-028,2026-08-04,600.79,3,3,200.26,Tuesday,False,False
m-028,2026-08-05,439.73,3,3,146.58,Wednesday,False,False
m-028,2026-08-06,2980.56,6,5,496.76,Thursday,False,False
m-028,2026-08-07,625.92,3,3,208.64,Friday,False,False
m-028,2026-08-08,1466.46,1,1,1466.46,Saturday,True,False
m-028,2026-08-09,31.9,1,1,31.9,Sunday,True,False
m-028,2026-08-10,478.58,2,1,239.29,Monday,False,False
m-028,2026-08-11,1289.97,5,4,257.99,Tuesday,False,False
m-028,2026-08-13,795.6,3,2,265.2,Thursday,False,False
m-028,2026-08-14,943.66,3,3,314.55,Friday,False,False
m-028,2026-08-15,2911.28,5,2,582.26,Saturday,True,True
m-028,2026-08-16,3036.0,10,4,303.6,Sunday,True,False
m-028,2026-08-17,3367.16,6,4,561.19,Monday,False,False
m-028,2026-08-18,600.29,3,3,200.1,Tuesday,False,False
m-028,2026-08-19,187.63,1,1,187.63,Wednesday,False,False
m-028,2026-08-20,1843.09,4,4,460.77,Thursday,False,False
m-028,2026-08-21,55.71,2,2,27.85,Friday,False,False
m-028,2026-08-22,414.05,3,3,138.02,Saturday,True,False
m-028,2026-08-23,255.06,1,1,255.06,Sunday,True,False
m-028,2026-08-24,1181.08,4,3,295.27,Monday,False,False
m-028,2026-08-25,479.87,2,2,239.94,Tuesday,False,False
m-028,2026-08-26,119.22,1,0,119.22,Wednesday,False,False
m-028,2026-08-27,1556.47,4,1,389.12,Thursday,False,False
m-028,2026-08-28,2193.94,6,4,365.66,Friday,False,True
m-028,2026-08-29,1046.78,4,3,261.7,Saturday,True,False
m-028,2026-08-30,1459.04,4,3,364.76,Sunday,True,False
m-028,2026-08-31,914.86,2,2,457.43,Monday,False,False
m-028,2026-09-01,1753.47,2,1,876.74,Tuesday,False,False
m-028,2026-09-02,363.26,1,1,363.26,Wednesday,False,False
m-028,2026-09-03,57.08,1,1,57.08,Thursday,False,False
m-028,2026-09-04,367.31,3,2,122.44,Friday,False,False
m-028,2026-09-05,548.54,2,2,274.27,Saturday,True,False
m-028,2026-09-06,765.13,2,1,382.56,Sunday,True,False
m-028,2026-09-07,1088.99,5,4,217.8,Monday,False,False
m-028,2026-09-08,649.93,5,4,129.99,Tuesday,False,False
m-028,2026-09-09,7112.64,8,6,889.08,Wednesday,False,False
m-028,2026-09-10,1737.16,9,6,193.02,Thursday,False,False
m-028,2026-09-12,1654.09,2,1,827.04,Saturday,True,False
m-028,2026-09-13,854.74,2,2,427.37,Sunday,True,False
m-028,2026-09-14,442.69,2,1,221.34,Monday,False,False
m-028,2026-09-15,1245.48,5,3,249.1,Tuesday,False,False
m-028,2026-09-16,2128.65,6,5,354.78,Wednesday,False,False
m-028,2026-09-17,1110.68,4,3,277.67,Thursday,False,False
m-029,2025-09-18,778.27,7,4,111.18,Thursday,False,False
m-029,2025-09-19,939.2,1,0,939.2,Friday,False,False
m-029,2025-09-20,1069.51,3,2,356.5,Saturday,True,False
m-029,2025-09-21,393.92,4,3,98.48,Sunday,True,False
m-029,2025-09-22,759.86,3,3,253.29,Monday,False,False
m-029,2025-09-23,3345.45,5,4,669.09,Tuesday,False,False
m-029,2025-09-24,934.76,1,1,934.76,Wednesday,False,False
m-029,2025-09-25,1978.29,8,5,247.29,Thursday,False,False
m-029,2025-09-26,187.56,2,2,93.78,Friday,False,False
m-029,2025-09-27,353.71,4,3,88.43,Saturday,True,False
m-029,2025-09-28,890.82,2,2,445.41,Sunday,True,False
m-029,2025-09-29,2074.99,4,1,518.75,Monday,False,False
m-029,2025-09-30,110.11,1,1,110.11,Tuesday,False,False
m-029,2025-10-01,917.65,3,1,305.88,Wednesday,False,False
m-029,2025-10-02,455.23,3,2,151.74,Thursday,False,False
m-029,2025-10-03,767.33,2,2,383.66,Friday,False,False
m-029,2025-10-04,451.18,3,1,150.39,Saturday,True,False
m-029,2025-10-05,219.74,2,1,109.87,Sunday,True,False
m-029,2025-10-06,2134.74,4,2,533.69,Monday,False,False
m-029,2025-10-07,233.69,1,1,233.69,Tuesday,False,False
m-029,2025-10-08,1071.92,4,3,267.98,Wednesday,False,False
m-029,2025-10-09,233.69,1,1,233.69,Thursday,False,False
m-029,2025-10-10,1569.78,6,4,261.63,Friday,False,False
m-029,2025-10-11,1281.49,2,1,640.75,Saturday,True,False
m-029,2025-10-12,773.09,4,3,193.27,Sunday,True,False
m-029,2025-10-13,1629.44,3,2,543.15,Monday,False,False
m-029,2025-10-14,590.65,2,2,295.32,Tuesday,False,False
m-029,2025-10-15,49.74,1,1,49.74,Wednesday,False,False
m-029,2025-10-16,1360.24,6,4,226.71,Thursday,False,False
m-029,2025-10-17,69.35,2,2,34.67,Friday,False,False
m-029,2025-10-18,531.33,2,1,265.67,Saturday,True,False
m-029,2025-10-19,2157.08,8,5,269.64,Sunday,True,False
m-029,2025-10-20,1375.95,6,4,229.32,Monday,False,True
m-029,2025-10-21,3701.49,10,8,370.15,Tuesday,False,True
m-029,2025-10-22,1073.4,5,3,214.68,Wednesday,False,True
m-029,2025-10-23,754.48,3,3,251.49,Thursday,False,False
m-029,2025-10-24,582.8,3,2,194.27,Friday,False,False
m-029,2025-10-25,710.62,3,3,236.87,Saturday,True,False
m-029,2025-10-26,1494.72,6,5,249.12,Sunday,True,False
m-029,2025-10-27,768.02,2,1,384.01,Monday,False,False
m-029,2025-10-28,946.6,3,3,315.53,Tuesday,False,False
m-029,2025-10-29,1055.13,4,4,263.78,Wednesday,False,False
m-029,2025-10-30,381.1,2,2,190.55,Thursday,False,False
m-029,2025-10-31,724.09,5,1,144.82,Friday,False,False
m-029,2025-11-01,873.35,3,2,291.12,Saturday,True,False
m-029,2025-11-02,677.99,2,1,339.0,Sunday,True,False
m-029,2025-11-03,151.48,2,0,75.74,Monday,False,False
m-029,2025-11-04,1664.02,5,3,332.8,Tuesday,False,False
m-029,2025-11-05,546.95,4,3,136.74,Wednesday,False,False
m-029,2025-11-06,784.25,4,2,196.06,Thursday,False,False
m-029,2025-11-07,356.96,1,1,356.96,Friday,False,False
m-029,2025-11-08,1095.06,7,5,156.44,Saturday,True,False
m-029,2025-11-09,49.74,2,2,24.87,Sunday,True,False
m-029,2025-11-10,790.88,5,1,158.18,Monday,False,False
m-029,2025-11-11,1971.93,5,5,394.39,Tuesday,False,False
m-029,2025-11-12,984.95,4,3,246.24,Wednesday,False,False
m-029,2025-11-13,2059.69,6,2,343.28,Thursday,False,False
m-029,2025-11-14,308.3,3,1,102.77,Friday,False,False
m-029,2025-11-15,1090.68,4,4,272.67,Saturday,True,False
m-029,2025-11-16,1027.97,5,3,205.59,Sunday,True,False
m-029,2025-11-17,677.71,5,4,135.54,Monday,False,False
m-029,2025-11-18,272.45,2,2,136.22,Tuesday,False,False
m-029,2025-11-19,1647.33,5,3,329.47,Wednesday,False,False
m-029,2025-11-20,1172.89,2,0,586.45,Thursday,False,False
m-029,2025-11-21,1753.8,7,6,250.54,Friday,False,False
m-029,2025-11-22,1270.15,4,3,317.54,Saturday,True,False
m-029,2025-11-23,361.41,4,3,90.35,Sunday,True,False
m-029,2025-11-24,356.96,1,1,356.96,Monday,False,False
m-029,2025-11-25,522.48,3,2,174.16,Tuesday,False,False
m-029,2025-11-26,1112.97,4,3,278.24,Wednesday,False,False
m-029,2025-11-27,1761.5,6,1,293.58,Thursday,False,False
m-029,2025-11-28,44.48,1,1,44.48,Friday,False,False
m-029,2025-11-29,1819.55,4,4,454.89,Saturday,True,False
m-029,2025-11-30,1235.4,2,1,617.7,Sunday,True,False
m-029,2025-12-01,207.65,2,1,103.82,Monday,False,False
m-029,2025-12-02,209.59,3,2,69.86,Tuesday,False,False
m-029,2025-12-03,1929.23,7,3,275.6,Wednesday,False,False
m-029,2025-12-04,620.98,3,3,206.99,Thursday,False,False
m-029,2025-12-05,177.92,2,1,88.96,Friday,False,False
m-029,2025-12-06,411.43,3,3,137.14,Saturday,True,False
m-029,2025-12-07,653.42,3,3,217.81,Sunday,True,False
m-029,2025-12-08,1662.92,5,3,332.58,Monday,False,False
m-029,2025-12-09,745.49,4,3,186.37,Tuesday,False,False
m-029,2025-12-11,1414.72,5,4,282.94,Thursday,False,False
m-029,2025-12-12,872.1,4,4,218.02,Friday,False,False
m-029,2025-12-13,590.65,2,2,295.32,Saturday,True,False
m-029,2025-12-14,344.91,4,1,86.23,Sunday,True,False
m-029,2025-12-15,107.0,2,2,53.5,Monday,False,False
m-029,2025-12-16,1349.95,3,2,449.98,Tuesday,False,False
m-029,2025-12-17,44.48,1,1,44.48,Wednesday,False,False
m-029,2025-12-18,865.52,3,1,288.51,Thursday,False,False
m-029,2025-12-19,1362.64,7,5,194.66,Friday,False,False
m-029,2025-12-20,1510.58,4,3,377.64,Saturday,True,False
m-029,2025-12-21,464.82,3,1,154.94,Sunday,True,False
m-029,2025-12-22,49.74,1,1,49.74,Monday,False,False
m-029,2025-12-23,154.59,2,2,77.3,Tuesday,False,False
m-029,2025-12-24,1343.68,4,4,335.92,Wednesday,False,False
m-029,2025-12-25,1300.2,6,6,216.7,Thursday,False,True
m-029,2025-12-26,131.69,2,0,65.84,Friday,False,False
m-029,2025-12-27,1878.96,4,4,469.74,Saturday,True,False
m-029,2025-12-28,1416.78,6,3,236.13,Sunday,True,False
m-029,2025-12-29,668.14,3,2,222.71,Monday,False,False
m-029,2025-12-30,2286.74,9,7,254.08,Tuesday,False,False
m-029,2025-12-31,1063.91,6,2,177.32,Wednesday,False,True
m-029,2026-01-01,1764.17,7,3,252.02,Thursday,False,True
m-029,2026-01-02,147.41,1,1,147.41,Friday,False,False
m-029,2026-01-03,984.69,6,4,164.12,Saturday,True,False
m-029,2026-01-04,1635.78,5,3,327.16,Sunday,True,False
m-029,2026-01-05,1383.5,4,3,345.88,Monday,False,False
m-029,2026-01-06,2957.53,6,5,492.92,Tuesday,False,False
m-029,2026-01-07,1103.69,4,2,275.92,Wednesday,False,False
m-029,2026-01-08,1290.63,4,2,322.66,Thursday,False,False
m-029,2026-01-09,889.46,3,1,296.49,Friday,False,False
m-029,2026-01-10,2272.89,8,4,284.11,Saturday,True,False
m-029,2026-01-11,829.47,4,3,207.37,Sunday,True,False
m-029,2026-01-12,1453.69,4,3,363.42,Monday,False,False
m-029,2026-01-13,2011.88,6,3,335.31,Tuesday,False,False
m-029,2026-01-14,817.76,3,1,272.59,Wednesday,False,True
m-029,2026-01-15,1727.34,4,4,431.84,Thursday,False,False
m-029,2026-01-16,1150.2,4,3,287.55,Friday,False,False
m-029,2026-01-17,469.6,1,1,469.6,Saturday,True,False
m-029,2026-01-18,1713.11,3,1,571.04,Sunday,True,False
m-029,2026-01-19,317.43,2,2,158.72,Monday,False,False
m-029,2026-01-20,629.41,3,3,209.8,Tuesday,False,False
m-029,2026-01-21,2735.32,5,3,547.06,Wednesday,False,False
m-029,2026-01-22,644.31,3,2,214.77,Thursday,False,False
m-029,2026-01-23,410.75,2,1,205.38,Friday,False,False
m-029,2026-01-24,1590.45,5,3,318.09,Saturday,True,False
m-029,2026-01-25,679.78,3,2,226.59,Sunday,True,False
m-029,2026-01-26,3137.28,3,3,1045.76,Monday,False,False
m-029,2026-01-27,3506.2,6,3,584.37,Tuesday,False,False
m-029,2026-01-28,689.7,4,3,172.42,Wednesday,False,False
m-029,2026-01-29,657.6,2,1,328.8,Thursday,False,False
m-029,2026-01-30,133.44,1,1,133.44,Friday,False,False
m-029,2026-01-31,859.84,3,2,286.61,Saturday,True,False
m-029,2026-02-01,511.86,2,1,255.93,Sunday,True,False
m-029,2026-02-02,401.44,2,2,200.72,Monday,False,False
m-029,2026-02-03,453.91,2,1,226.96,Tuesday,False,False
m-029,2026-02-04,260.35,2,2,130.18,Wednesday,False,False
m-029,2026-02-05,1070.88,1,1,1070.88,Thursday,False,False
m-029,2026-02-06,2822.22,7,5,403.17,Friday,False,False
m-029,2026-02-07,2534.6,11,5,230.42,Saturday,True,False
m-029,2026-02-08,3265.3,6,6,544.22,Sunday,True,False
m-029,2026-02-09,506.87,3,3,168.96,Monday,False,False
m-029,2026-02-10,435.39,1,1,435.39,Tuesday,False,False
m-029,2026-02-11,1270.18,7,6,181.45,Wednesday,False,False
m-029,2026-02-12,2625.5,4,2,656.38,Thursday,False,False
m-029,2026-02-13,646.84,4,4,161.71,Friday,False,False
m-029,2026-02-14,465.02,4,4,116.26,Saturday,True,False
m-029,2026-02-15,840.83,6,5,140.14,Sunday,True,False
m-029,2026-02-16,1105.65,3,3,368.55,Monday,False,False
m-029,2026-02-17,804.12,4,2,201.03,Tuesday,False,False
m-029,2026-02-18,662.7,5,3,132.54,Wednesday,False,False
m-029,2026-02-19,1066.7,4,3,266.67,Thursday,False,False
m-029,2026-02-20,1782.27,3,2,594.09,Friday,False,False
m-029,2026-02-21,2209.31,7,5,315.62,Saturday,True,False
m-029,2026-02-22,3059.39,5,3,611.88,Sunday,True,False
m-029,2026-02-23,1058.28,3,3,352.76,Monday,False,False
m-029,2026-02-24,1214.11,6,5,202.35,Tuesday,False,False
m-029,2026-02-25,605.62,4,4,151.4,Wednesday,False,False
m-029,2026-02-26,687.6,3,1,229.2,Thursday,False,False
m-029,2026-02-27,1934.27,9,4,214.92,Friday,False,False
m-029,2026-02-28,3101.87,7,4,443.12,Saturday,True,False
m-029,2026-03-01,550.15,5,4,110.03,Sunday,True,False
m-029,2026-03-02,282.74,2,2,141.37,Monday,False,False
m-029,2026-03-03,791.47,4,2,197.87,Tuesday,False,False
m-029,2026-03-04,1986.47,6,3,331.08,Wednesday,False,True
m-029,2026-03-05,358.02,2,1,179.01,Thursday,False,False
m-029,2026-03-06,502.09,2,2,251.04,Friday,False,False
m-029,2026-03-07,890.17,5,4,178.03,Saturday,True,False
m-029,2026-03-08,555.88,3,3,185.29,Sunday,True,False
m-029,2026-03-09,579.71,2,1,289.86,Monday,False,False
m-029,2026-03-10,717.46,3,2,239.15,Tuesday,False,False
m-029,2026-03-11,1371.52,2,1,685.76,Wednesday,False,False
m-029,2026-03-12,1076.73,4,4,269.18,Thursday,False,False
m-029,2026-03-13,1181.3,3,2,393.77,Friday,False,False
m-029,2026-03-14,925.79,4,4,231.45,Saturday,True,False
m-029,2026-03-15,1511.89,6,6,251.98,Sunday,True,False
m-029,2026-03-16,2213.7,6,4,368.95,Monday,False,False
m-029,2026-03-17,1363.3,5,4,272.66,Tuesday,False,False
m-029,2026-03-18,697.46,4,3,174.36,Wednesday,False,False
m-029,2026-03-19,1398.95,5,3,279.79,Thursday,False,False
m-029,2026-03-20,1387.63,5,3,277.53,Friday,False,True
m-029,2026-03-21,235.48,2,1,117.74,Saturday,True,False
m-029,2026-03-22,853.65,6,4,142.28,Sunday,True,False
m-029,2026-03-23,435.39,2,2,217.7,Monday,False,False
m-029,2026-03-24,1038.7,4,1,259.67,Tuesday,False,False
m-029,2026-03-25,467.38,1,1,467.38,Wednesday,False,False
m-029,2026-03-26,770.24,2,1,385.12,Thursday,False,False
m-029,2026-03-27,1728.79,5,4,345.76,Friday,False,False
m-029,2026-03-28,356.96,1,1,356.96,Saturday,True,False
m-029,2026-03-29,1687.93,6,4,281.32,Sunday,True,False
m-029,2026-03-30,273.13,2,2,136.56,Monday,False,False
m-029,2026-03-31,452.12,3,3,150.71,Tuesday,False,False
m-029,2026-04-01,569.48,4,2,142.37,Wednesday,False,False
m-029,2026-04-02,147.41,1,0,147.41,Thursday,False,False
m-029,2026-04-03,3199.79,5,2,639.96,Friday,False,False
m-029,2026-04-04,444.35,3,2,148.12,Saturday,True,False
m-029,2026-04-05,626.15,2,2,313.08,Sunday,True,False
m-029,2026-04-06,2533.73,7,5,361.96,Monday,False,False
m-029,2026-04-07,125.04,1,1,125.04,Tuesday,False,False
m-029,2026-04-09,651.52,3,1,217.17,Thursday,False,False
m-029,2026-04-10,448.05,2,2,224.02,Friday,False,False
m-029,2026-04-11,1054.43,3,2,351.48,Saturday,True,False
m-029,2026-04-12,1833.45,7,3,261.92,Sunday,True,False
m-029,2026-04-13,522.53,5,4,104.51,Monday,False,False
m-029,2026-04-14,356.96,1,1,356.96,Tuesday,False,False
m-029,2026-04-15,726.32,2,1,363.16,Wednesday,False,False
m-029,2026-04-17,612.58,5,3,122.52,Friday,False,False
m-029,2026-04-18,4263.58,7,5,609.08,Saturday,True,False
m-029,2026-04-19,614.73,2,1,307.36,Sunday,True,False
m-029,2026-04-20,4042.08,6,3,673.68,Monday,False,False
m-029,2026-04-21,357.34,3,3,119.11,Tuesday,False,False
m-029,2026-04-22,442.23,2,2,221.12,Wednesday,False,False
m-029,2026-04-23,1198.18,3,2,399.39,Thursday,False,False
m-029,2026-04-24,1529.94,4,3,382.48,Friday,False,False
m-029,2026-04-25,1545.48,4,3,386.37,Saturday,True,False
m-029,2026-04-26,794.0,5,3,158.8,Sunday,True,False
m-029,2026-04-27,62.52,1,0,62.52,Monday,False,False
m-029,2026-04-28,537.15,3,3,179.05,Tuesday,False,False
m-029,2026-04-29,1935.26,7,5,276.47,Wednesday,False,False
m-029,2026-04-30,330.33,2,2,165.16,Thursday,False,False
m-029,2026-05-01,1031.68,5,4,206.34,Friday,False,False
m-029,2026-05-02,1076.21,6,3,179.37,Saturday,True,False
m-029,2026-05-03,469.47,4,4,117.37,Sunday,True,False
m-029,2026-05-04,1899.2,3,3,633.07,Monday,False,False
m-029,2026-05-05,345.12,2,2,172.56,Tuesday,False,False
m-029,2026-05-06,964.07,2,1,482.04,Wednesday,False,False
m-029,2026-05-07,470.06,4,3,117.51,Thursday,False,False
m-029,2026-05-08,847.53,5,4,169.51,Friday,False,False
m-029,2026-05-10,29559.98,9,4,3284.44,Sunday,True,False
m-029,2026-05-11,2661.1,5,4,532.22,Monday,False,False
m-029,2026-05-12,741.01,3,2,247.0,Tuesday,False,False
m-029,2026-05-13,273.63,2,2,136.82,Wednesday,False,False
m-029,2026-05-14,880.35,3,1,293.45,Thursday,False,False
m-029,2026-05-15,915.51,6,4,152.58,Friday,False,False
m-029,2026-05-16,446.98,3,2,148.99,Saturday,True,False
m-029,2026-05-17,147.41,1,1,147.41,Sunday,True,False
m-029,2026-05-18,53.41,1,0,53.41,Monday,False,False
m-029,2026-05-19,191.89,2,0,95.94,Tuesday,False,False
m-029,2026-05-20,679.46,3,2,226.49,Wednesday,False,False
m-029,2026-05-21,210.61,1,1,210.61,Thursday,False,False
m-029,2026-05-22,245.09,2,2,122.54,Friday,False,False
m-029,2026-05-23,1712.32,8,4,214.04,Saturday,True,False
m-029,2026-05-24,3113.81,4,4,778.45,Sunday,True,False
m-029,2026-05-25,1343.36,4,3,335.84,Monday,False,False
m-029,2026-05-26,761.51,3,3,253.84,Tuesday,False,False
m-029,2026-05-27,1262.74,4,3,315.68,Wednesday,False,False
m-029,2026-05-28,134.98,2,2,67.49,Thursday,False,False
m-029,2026-05-29,756.19,3,2,252.06,Friday,False,False
m-029,2026-05-30,518.91,3,2,172.97,Saturday,True,False
m-029,2026-05-31,1457.44,7,6,208.21,Sunday,True,False
m-029,2026-06-01,1835.05,3,1,611.68,Monday,False,False
m-029,2026-06-02,245.09,2,2,122.54,Tuesday,False,False
m-029,2026-06-03,288.56,3,0,96.19,Wednesday,False,False
m-029,2026-06-04,1483.8,5,5,296.76,Thursday,False,False
m-029,2026-06-05,2834.42,4,2,708.6,Friday,False,False
m-029,2026-06-06,2091.84,9,8,232.43,Saturday,True,False
m-029,2026-06-07,520.79,2,1,260.4,Sunday,True,False
m-029,2026-06-08,952.69,5,4,190.54,Monday,False,False
m-029,2026-06-09,954.06,3,2,318.02,Tuesday,False,False
m-029,2026-06-10,88.96,2,0,44.48,Wednesday,False,False
m-029,2026-06-11,300.64,1,1,300.64,Thursday,False,False
m-029,2026-06-12,717.66,4,3,179.42,Friday,False,False
m-029,2026-06-13,2833.25,6,5,472.21,Saturday,True,False
m-029,2026-06-14,3408.02,6,4,568.0,Sunday,True,False
m-029,2026-06-15,825.47,4,2,206.37,Monday,False,False
m-029,2026-06-16,1903.27,3,3,634.42,Tuesday,False,False
m-029,2026-06-18,210.61,1,1,210.61,Thursday,False,False
m-029,2026-06-19,2673.4,5,4,534.68,Friday,False,False
