customer_id,merchant_id,recency_days,frequency,monetary_value,avg_ticket_size,tenure_days,rfm_segment,churn_risk_score
cust-04785,m-035,2,10,13094.1,1309.41,330,RETURNING,3.33
cust-04786,m-007,7,9,7973.93,885.99,352,RETURNING,4.98
cust-04787,m-011,34,9,726.44,80.72,330,AT_RISK,13.27
cust-04788,m-020,12,11,1327.78,120.71,355,RETURNING,5.87
cust-04789,m-047,95,9,1082.74,120.3,326,INACTIVE,32.05
cust-04791,m-012,34,7,1059.68,151.38,339,AT_RISK,13.75
cust-04793,m-025,78,5,4898.87,979.77,253,INACTIVE,35.71
cust-04794,m-031,19,13,1034.24,79.56,355,RETURNING,7.48
cust-04795,m-002,58,4,3330.25,832.56,318,AT_RISK,24.18
cust-04796,m-015,73,9,899.16,99.91,344,INACTIVE,24.16
cust-04798,m-004,11,3,3186.07,1062.02,349,NEW,10.64
cust-04799,m-017,41,7,2748.78,392.68,235,AT_RISK,21.12
cust-04800,m-035,99,5,6279.27,1255.85,327,INACTIVE,35.18
cust-04801,m-008,3,14,16289.75,1163.55,331,RETURNING,2.9
cust-04802,m-045,115,3,535.13,178.38,332,INACTIVE,42.03
cust-04803,m-029,77,8,2054.23,256.78,354,INACTIVE,25.02
cust-04804,m-031,39,4,319.74,79.94,327,AT_RISK,17.89
cust-04805,m-021,116,13,4581.29,352.41,346,INACTIVE,35.57
cust-04806,m-035,73,6,9076.31,1512.72,321,INACTIVE,26.96
cust-04807,m-040,46,9,1941.27,215.7,358,AT_RISK,15.81
cust-04808,m-014,34,4,6583.37,1645.84,312,AT_RISK,16.86
cust-04809,m-027,2,12,4411.38,367.62,293,RETURNING,2.99
cust-04810,m-029,73,5,2014.78,402.96,353,INACTIVE,25.62
cust-04811,m-020,72,8,950.59,118.82,357,INACTIVE,23.45
cust-04812,m-006,70,6,865.08,144.18,355,INACTIVE,23.95
cust-04813,m-004,104,4,2728.62,682.16,283,INACTIVE,42.62
cust-04814,m-001,53,10,1779.32,177.93,303,AT_RISK,20.16
cust-04815,m-045,66,10,1491.27,149.13,363,INACTIVE,20.86
cust-04816,m-008,6,13,20595.39,1584.26,356,RETURNING,3.82
cust-04817,m-038,0,15,2411.75,160.78,330,LOYAL,1.88
cust-04818,m-044,82,6,570.46,95.08,296,INACTIVE,31.9
cust-04819,m-033,2,9,9344.31,1038.26,337,RETURNING,3.59
cust-04820,m-036,3,14,1962.42,140.17,355,RETURNING,2.84
cust-04821,m-010,21,7,912.66,130.38,313,RETURNING,10.44
cust-04822,m-005,59,3,636.1,212.03,364,INACTIVE,23.66
cust-04823,m-041,3,6,1544.47,257.41,188,RETURNING,5.87
cust-04824,m-012,1,13,4665.76,358.9,322,RETURNING,2.45
cust-04825,m-015,16,8,746.74,93.34,324,RETURNING,8.26
cust-04826,m-047,72,6,868.04,144.67,331,INACTIVE,25.97
cust-04827,m-014,21,11,11009.24,1000.84,335,RETURNING,8.75
cust-04828,m-034,29,10,861.4,86.14,354,RETURNING,10.9
cust-04829,m-045,10,12,1497.23,124.77,345,RETURNING,5.2
cust-04830,m-041,79,6,2152.19,358.7,353,INACTIVE,26.6
cust-04831,m-045,14,8,1089.17,136.15,312,RETURNING,7.81
cust-04832,m-026,5,4,504.19,126.05,270,RETURNING,7.85
cust-04833,m-013,40,11,13546.43,1231.49,317,AT_RISK,15.08
cust-04834,m-031,4,6,688.34,114.72,251,RETURNING,5.87
cust-04835,m-009,20,13,1771.67,136.28,337,RETURNING,8.06
cust-04836,m-040,6,8,3582.16,447.77,172,RETURNING,6.8
cust-04837,m-047,8,8,687.88,85.98,266,RETURNING,6.33
cust-04838,m-007,85,7,10000.35,1428.62,357,INACTIVE,27.49
cust-04839,m-018,6,11,1073.98,97.63,364,RETURNING,4.14
cust-04841,m-023,41,11,31927.95,2902.54,355,AT_RISK,14.02
cust-04842,m-027,62,9,2871.74,319.08,361,INACTIVE,20.13
cust-04843,m-032,18,7,7372.08,1053.15,321,RETURNING,9.34
cust-04844,m-030,36,5,1127.87,225.57,331,AT_RISK,15.84
cust-04845,m-044,5,8,2444.26,305.53,291,RETURNING,5.05
cust-04846,m-043,60,5,3581.35,716.27,236,AT_RISK,30.32
cust-04847,m-040,3,9,2399.75,266.64,347,RETURNING,3.86
cust-04848,m-041,38,11,3394.18,308.56,340,AT_RISK,13.64
cust-04849,m-043,7,9,6862.96,762.55,351,RETURNING,4.99
cust-04850,m-015,38,3,579.0,193.0,255,NEW,22.34
cust-04851,m-041,9,6,2431.01,405.17,278,RETURNING,7.51
cust-04852,m-009,21,9,1062.77,118.09,276,RETURNING,10.58
cust-04853,m-028,63,10,2795.01,279.5,336,INACTIVE,21.42
cust-04854,m-013,80,5,7402.22,1480.44,249,INACTIVE,37.0
cust-04855,m-017,16,7,613.31,87.62,340,RETURNING,8.44
cust-04856,m-040,60,5,1164.42,232.88,358,AT_RISK,21.71
cust-04857,m-012,4,8,1394.0,174.25,257,RETURNING,4.88
cust-04858,m-009,26,9,991.49,110.17,308,RETURNING,11.41
cust-04859,m-022,13,9,20773.44,2308.16,333,RETURNING,6.89
cust-04860,m-034,0,8,822.95,102.87,359,RETURNING,3.33
cust-04861,m-037,32,10,711.89,71.19,304,AT_RISK,13.22
cust-04862,m-021,13,7,791.94,113.13,327,RETURNING,7.71
cust-04863,m-017,40,12,3203.84,266.99,355,AT_RISK,13.54
cust-04864,m-003,11,7,1335.84,190.83,353,RETURNING,6.86
cust-04865,m-030,49,6,4011.3,668.55,219,AT_RISK,26.56
cust-04866,m-025,128,3,3545.91,1181.97,273,INACTIVE,54.22
cust-04867,m-038,60,6,1027.26,171.21,286,AT_RISK,25.19
cust-04868,m-045,7,11,1019.38,92.67,293,RETURNING,4.88
cust-04869,m-017,42,8,2086.18,260.77,338,AT_RISK,15.72
cust-04870,m-017,11,10,4413.2,441.32,362,RETURNING,5.76
cust-04871,m-028,10,4,1190.81,297.7,278,RETURNING,9.58
cust-04872,m-033,35,13,13119.28,1009.18,345,AT_RISK,12.26
cust-04873,m-019,52,6,1109.16,184.86,348,AT_RISK,19.19
cust-04874,m-014,22,11,7982.73,725.7,309,RETURNING,9.6
cust-04875,m-002,11,7,13028.55,1861.22,343,RETURNING,6.95
cust-04876,m-027,19,8,1944.97,243.12,356,RETURNING,8.66
cust-04877,m-046,32,10,3369.14,336.91,362,AT_RISK,11.54
cust-04878,m-045,28,8,1059.88,132.49,339,RETURNING,11.57
cust-04879,m-003,108,5,1360.09,272.02,351,INACTIVE,35.68
cust-04880,m-032,35,8,8308.9,1038.61,362,AT_RISK,12.98
cust-04881,m-041,101,5,1180.24,236.05,364,INACTIVE,32.67
cust-04882,m-027,122,4,235.13,58.78,329,INACTIVE,42.97
cust-04883,m-023,15,15,3806.73,253.78,315,RETURNING,6.62
cust-04884,m-029,33,6,1364.45,227.41,299,AT_RISK,15.29
cust-04885,m-042,18,8,766.77,95.85,266,RETURNING,10.07
cust-04886,m-010,30,7,726.2,103.74,346,RETURNING,12.4
cust-04887,m-014,46,8,7226.69,903.34,332,AT_RISK,17.15
cust-04888,m-028,1,14,7121.46,508.68,356,RETURNING,2.28
cust-04889,m-026,37,6,464.74,77.46,270,AT_RISK,17.94
cust-04890,m-005,61,8,2625.94,328.24,329,INACTIVE,21.82
cust-04891,m-027,96,9,3151.22,350.14,361,INACTIVE,29.52
cust-04892,m-029,68,10,3255.83,325.58,326,INACTIVE,23.52
cust-04893,m-012,1,12,3096.68,258.06,353,RETURNING,2.59
cust-04894,m-035,17,9,11951.52,1327.95,305,RETURNING,8.56
cust-04895,m-032,2,9,10488.65,1165.41,363,RETURNING,3.55
cust-04896,m-044,91,6,1636.7,272.78,291,INACTIVE,35.45
cust-04897,m-038,1,6,1239.37,206.56,342,RETURNING,4.58
cust-04898,m-031,47,8,736.4,92.05,342,AT_RISK,17.04
cust-04899,m-017,229,2,187.12,93.56,255,INACTIVE,99.45
cust-04900,m-006,12,16,2591.25,161.95,334,LOYAL,5.35
cust-04901,m-005,2,10,5193.32,519.33,262,RETURNING,3.49
cust-04902,m-040,118,5,1506.92,301.38,356,INACTIVE,38.05
cust-04903,m-018,59,4,749.4,187.35,199,AT_RISK,35.5
cust-04904,m-016,13,9,1563.45,173.72,310,RETURNING,7.18
cust-04905,m-042,20,9,1063.92,118.21,343,RETURNING,8.81
cust-04906,m-044,51,2,688.9,344.45,249,INACTIVE,30.4
cust-04907,m-017,8,4,995.9,248.98,327,RETURNING,8.44
cust-04909,m-039,6,9,1099.72,122.19,264,RETURNING,5.26
cust-04910,m-006,32,8,1209.73,151.22,319,AT_RISK,13.33
cust-04911,m-029,11,6,2056.99,342.83,357,RETURNING,7.36
cust-04912,m-029,63,8,2289.49,286.19,358,INACTIVE,20.88
cust-04913,m-001,47,11,1160.83,105.53,359,AT_RISK,15.56
cust-04914,m-042,6,8,952.92,119.12,332,RETURNING,5.14
cust-04915,m-009,6,13,2196.79,168.98,324,RETURNING,3.99
cust-04916,m-034,38,8,729.91,91.24,340,AT_RISK,14.48
cust-04917,m-015,14,6,877.56,146.26,322,RETURNING,8.62
cust-04918,m-019,17,5,602.74,120.55,352,RETURNING,9.82
cust-04919,m-035,54,8,7898.72,987.34,294,AT_RISK,21.64
cust-04920,m-005,59,16,4177.51,261.09,352,AT_RISK,18.48
cust-04921,m-032,2,5,3697.59,739.52,307,RETURNING,5.65
cust-04922,m-006,72,8,971.15,121.39,360,INACTIVE,23.28
cust-04923,m-030,245,3,519.2,173.07,330,INACTIVE,81.52
cust-04924,m-039,13,4,578.87,144.72,255,RETURNING,11.08
cust-04925,m-015,54,10,1485.12,148.51,362,AT_RISK,17.6
cust-04927,m-031,51,3,301.45,100.48,192,INACTIVE,33.92
cust-04928,m-033,11,4,4056.11,1014.03,327,RETURNING,9.35
cust-04929,m-013,130,5,9156.88,1831.38,358,INACTIVE,41.21
cust-04930,m-014,48,8,8348.84,1043.6,341,AT_RISK,17.37
cust-04931,m-008,137,11,13856.48,1259.68,362,INACTIVE,40.24
cust-04932,m-004,30,3,4980.69,1660.23,236,NEW,20.16
cust-04933,m-022,7,5,3735.72,747.14,224,RETURNING,8.11
cust-04935,m-015,159,11,851.71,77.43,360,INACTIVE,46.54
cust-04937,m-025,38,10,10015.41,1001.54,319,AT_RISK,14.6
cust-04938,m-007,36,6,8327.3,1387.88,344,AT_RISK,14.72
cust-04940,m-013,39,8,11077.05,1384.63,359,AT_RISK,14.17
cust-04941,m-016,102,8,2075.37,259.42,345,INACTIVE,32.81
cust-04942,m-005,83,4,712.71,178.18,348,INACTIVE,29.78
cust-04943,m-001,35,9,1025.87,113.99,348,AT_RISK,13.03
cust-04944,m-040,99,9,4786.62,531.85,331,INACTIVE,32.82
cust-04945,m-030,58,7,3729.89,532.84,323,AT_RISK,21.65
cust-04946,m-020,37,10,875.2,87.52,346,AT_RISK,13.39
cust-04947,m-010,129,6,742.03,123.67,302,INACTIVE,46.86
cust-04948,m-004,14,8,15511.88,1938.98,337,RETURNING,7.48
cust-04949,m-027,56,6,2855.49,475.92,329,AT_RISK,21.26
cust-04950,m-040,8,7,2030.05,290.01,337,RETURNING,6.12
cust-04951,m-043,35,6,6097.63,1016.27,359,AT_RISK,14.01
cust-04952,m-027,26,9,1621.05,180.12,308,RETURNING,11.41
cust-04953,m-041,47,9,2744.96,305.0,234,AT_RISK,23.0
cust-04954,m-010,107,8,749.5,93.69,330,INACTIVE,35.66
cust-04955,m-006,28,6,665.01,110.84,363,RETURNING,11.98
cust-04956,m-041,22,13,3819.28,293.79,308,RETURNING,9.26
cust-04957,m-041,142,5,1862.34,372.47,319,INACTIVE,49.38
cust-04958,m-003,120,5,1728.58,345.72,273,INACTIVE,48.8
cust-04959,m-032,75,9,9776.31,1086.26,311,INACTIVE,27.04
cust-04960,m-010,4,5,1169.73,233.95,336,RETURNING,6.19
cust-04961,m-003,34,5,1216.49,243.3,340,AT_RISK,14.97
cust-04962,m-002,47,7,10843.32,1549.05,342,AT_RISK,17.45
cust-04963,m-017,23,13,2332.6,179.43,270,RETURNING,10.63
cust-04964,m-029,41,7,1527.4,218.2,346,AT_RISK,15.57
cust-04965,m-017,25,12,1446.34,120.53,361,RETURNING,9.21
cust-04966,m-026,40,11,1251.09,113.74,221,AT_RISK,20.52
cust-04967,m-023,14,4,677.21,169.3,358,RETURNING,9.9
cust-04968,m-033,1,7,8945.73,1277.96,360,RETURNING,4.03
cust-04969,m-040,3,13,3101.22,238.56,362,RETURNING,2.97
cust-04970,m-042,6,5,822.62,164.52,241,RETURNING,7.48
cust-04971,m-047,18,11,1546.52,140.59,351,RETURNING,7.61
cust-04972,m-018,50,6,828.87,138.15,361,AT_RISK,18.1
cust-04973,m-033,46,5,7121.31,1424.26,358,AT_RISK,17.81
cust-04975,m-020,35,10,1046.24,104.62,314,AT_RISK,13.84
cust-04976,m-047,33,7,741.11,105.87,347,AT_RISK,13.23
cust-04977,m-016,70,9,2462.09,273.57,330,INACTIVE,24.15
cust-04978,m-004,64,9,10844.23,1204.91,360,INACTIVE,20.73
cust-04979,m-001,14,6,674.06,112.34,191,RETURNING,11.58
cust-04980,m-034,39,7,569.64,81.38,350,AT_RISK,14.86
cust-04982,m-046,24,9,2134.14,237.13,284,RETURNING,11.42
cust-04983,m-016,37,14,2990.15,213.58,354,AT_RISK,12.42
cust-04984,m-028,5,9,6145.47,682.83,347,RETURNING,4.44
cust-04985,m-032,2,5,4090.13,818.03,337,RETURNING,5.59
cust-04986,m-015,42,8,1189.49,148.69,275,AT_RISK,18.55
cust-04987,m-031,123,4,377.44,94.36,327,INACTIVE,43.5
cust-04988,m-031,12,9,1261.69,140.19,331,RETURNING,6.61
cust-04989,m-045,48,11,2007.12,182.47,340,AT_RISK,16.58
cust-04990,m-044,298,4,2894.39,723.6,348,INACTIVE,91.39
cust-04991,m-011,54,6,880.48,146.75,351,AT_RISK,19.63
cust-04992,m-040,42,6,3089.71,514.95,341,AT_RISK,16.57
cust-04993,m-027,125,6,919.22,153.2,331,INACTIVE,41.94
cust-04994,m-008,5,11,14780.52,1343.68,310,RETURNING,4.11
cust-04995,m-047,38,9,949.79,105.53,361,AT_RISK,13.5
cust-04996,m-004,40,5,7996.59,1599.32,232,AT_RISK,22.17
cust-04997,m-021,0,8,729.21,91.15,350,RETURNING,3.33
cust-04998,m-009,46,6,514.21,85.7,345,AT_RISK,17.58
cust-04999,m-039,43,14,1786.2,127.59,342,AT_RISK,14.54
cust-05000,m-041,9,8,1335.56,166.94,343,RETURNING,5.95
cust-05001,m-018,28,4,394.61,98.65,344,RETURNING,14.12
cust-05002,m-022,80,6,11858.16,1976.36,312,INACTIVE,29.84
cust-05003,m-026,50,7,1092.18,156.03,341,AT_RISK,18.37
cust-05004,m-002,46,7,8912.1,1273.16,333,AT_RISK,17.52
cust-05005,m-028,76,10,1978.24,197.82,331,INACTIVE,25.62
cust-05006,m-009,17,12,1244.36,103.7,348,RETURNING,7.18
cust-05007,m-037,31,7,589.95,84.28,344,AT_RISK,12.74
cust-05008,m-029,12,8,2903.83,362.98,292,RETURNING,7.43
cust-05009,m-006,24,12,1360.14,113.35,362,RETURNING,8.92
cust-05010,m-044,72,7,1402.98,200.43,342,INACTIVE,24.74
cust-05011,m-011,37,9,1100.25,122.25,261,AT_RISK,17.12
cust-05012,m-026,69,10,1448.66,144.87,354,INACTIVE,22.16
cust-05013,m-029,1,11,2014.13,183.1,349,RETURNING,2.79
cust-05014,m-043,2,13,10360.38,796.95,336,RETURNING,2.74
cust-05015,m-030,79,10,4603.74,460.37,354,INACTIVE,24.98
cust-05016,m-045,32,7,478.2,68.31,322,AT_RISK,13.66
cust-05017,m-014,23,11,15374.11,1397.65,359,RETURNING,8.89
cust-05018,m-034,11,8,916.37,114.55,306,RETURNING,6.92
cust-05019,m-018,41,10,1002.67,100.27,359,AT_RISK,14.12
cust-05020,m-003,12,9,2335.67,259.52,277,RETURNING,7.32
cust-05021,m-042,17,11,1576.75,143.34,354,RETURNING,7.29
cust-05022,m-031,68,8,1161.54,145.19,231,INACTIVE,32.64
cust-05023,m-010,13,9,1107.14,123.02,344,RETURNING,6.77
cust-05024,m-045,2,9,830.84,92.32,323,RETURNING,3.62
cust-05025,m-038,11,5,619.1,123.82,359,RETURNING,8.06
cust-05026,m-008,18,16,17865.99,1116.62,342,RETURNING,7.01
cust-05027,m-040,30,16,2724.07,170.25,350,RETURNING,10.31
cust-05028,m-035,24,8,9176.15,1147.02,318,RETURNING,10.86
cust-05029,m-022,40,8,7422.81,927.85,279,AT_RISK,17.62
cust-05030,m-047,6,5,497.76,99.55,264,RETURNING,7.26
cust-05031,m-042,10,10,904.51,90.45,355,RETURNING,5.54
cust-05032,m-016,3,14,2896.7,206.91,360,RETURNING,2.83
cust-05034,m-032,11,7,5931.83,847.4,302,RETURNING,7.38
cust-05035,m-034,57,10,796.77,79.68,352,AT_RISK,18.87
cust-05036,m-016,18,13,1840.61,141.59,347,RETURNING,7.32
cust-05037,m-002,44,1,1485.43,1485.43,44,NEW,100.0
cust-05038,m-046,47,8,2971.33,371.42,258,AT_RISK,21.48
cust-05039,m-047,23,9,1034.28,114.92,284,RETURNING,11.07
cust-05040,m-022,2,11,23212.64,2110.24,356,RETURNING,3.06
cust-05041,m-046,1,11,2765.29,251.39,354,RETURNING,2.78
cust-05042,m-025,53,3,4108.22,1369.41,265,INACTIVE,27.42
cust-05043,m-002,148,7,7721.56,1103.08,306,INACTIVE,51.96
cust-05044,m-030,23,12,1545.6,128.8,346,RETURNING,8.94
cust-05045,m-028,46,11,1800.06,163.64,359,AT_RISK,15.28
cust-05046,m-046,9,4,699.17,174.79,300,RETURNING,8.99
cust-05047,m-036,37,11,763.95,69.45,306,AT_RISK,14.55
cust-05048,m-013,29,12,13047.83,1087.32,347,RETURNING,10.64
cust-05049,m-034,66,8,803.97,100.5,331,INACTIVE,23.21
cust-05050,m-009,1,14,1494.61,106.76,363,RETURNING,2.27
cust-05051,m-023,67,4,574.59,143.65,277,INACTIVE,30.1
cust-05052,m-004,20,5,5574.83,1114.97,356,RETURNING,10.6
cust-05053,m-020,93,12,1766.14,147.18,303,INACTIVE,32.9
cust-05054,m-031,24,9,1120.0,124.44,344,RETURNING,9.96
cust-05055,m-002,155,3,4694.91,1564.97,259,INACTIVE,67.12
cust-05056,m-044,1,6,2781.69,463.62,358,RETURNING,4.56
cust-05057,m-025,22,11,10545.97,958.72,336,RETURNING,9.03
cust-05058,m-047,8,9,896.3,99.59,347,RETURNING,5.3
cust-05059,m-025,26,9,7405.0,822.78,312,RETURNING,11.31
cust-05060,m-011,70,7,660.22,94.32,357,INACTIVE,23.3
cust-05061,m-006,16,7,1200.13,171.45,301,RETURNING,9.05
cust-05062,m-040,3,9,2834.06,314.9,324,RETURNING,3.92
cust-05063,m-041,5,8,1258.71,157.34,327,RETURNING,4.86
cust-05064,m-021,86,6,922.16,153.69,315,INACTIVE,31.5
cust-05065,m-035,26,5,6255.91,1251.18,280,RETURNING,14.25
cust-05066,m-013,140,6,6641.22,1106.87,319,INACTIVE,48.04
cust-05067,m-036,65,11,1277.91,116.17,335,INACTIVE,21.85
cust-05068,m-029,19,15,3519.04,234.6,336,RETURNING,7.51
cust-05069,m-006,17,10,1657.54,165.75,332,RETURNING,7.83
cust-05070,m-017,11,8,2830.64,353.83,289,RETURNING,7.13
cust-05071,m-004,130,4,6565.48,1641.37,294,INACTIVE,50.07
cust-05072,m-025,145,3,3961.94,1320.65,317,INACTIVE,53.1
cust-05073,m-030,41,11,3948.25,358.93,354,AT_RISK,14.05
cust-05074,m-043,1,8,6507.19,813.4,336,RETURNING,3.63
cust-05075,m-010,218,4,535.58,133.9,349,INACTIVE,68.29
cust-05076,m-005,31,7,1162.9,166.13,307,AT_RISK,13.81
cust-05077,m-019,41,12,1718.27,143.19,362,AT_RISK,13.6
cust-05078,m-043,46,8,7210.26,901.28,354,AT_RISK,16.29
cust-05079,m-015,5,7,1099.52,157.07,207,RETURNING,6.15
cust-05080,m-017,27,6,1703.41,283.9,273,RETURNING,14.14
cust-05081,m-006,6,15,2588.66,172.58,318,LOYAL,3.76
cust-05082,m-017,11,11,4970.41,451.86,345,RETURNING,5.68
cust-05083,m-020,4,14,879.79,62.84,334,RETURNING,3.19
cust-05084,m-004,2,9,14143.43,1571.49,343,RETURNING,3.58
cust-05085,m-013,42,10,12042.64,1204.26,353,AT_RISK,14.59
cust-05086,m-030,70,10,3376.18,337.62,355,INACTIVE,22.39
cust-05087,m-016,85,8,2019.9,252.49,364,INACTIVE,26.62
cust-05088,m-001,12,12,1790.7,149.22,362,RETURNING,5.61
cust-05089,m-046,11,7,2189.47,312.78,284,RETURNING,7.61
cust-05090,m-039,13,10,1188.53,118.85,324,RETURNING,6.73
cust-05091,m-020,19,3,478.38,159.46,207,NEW,16.63
cust-05092,m-027,46,6,1588.21,264.7,349,AT_RISK,17.43
cust-05093,m-022,2,14,15260.5,1090.04,350,RETURNING,2.57
cust-05094,m-002,65,7,14228.64,2032.66,349,INACTIVE,22.32
cust-05095,m-035,64,4,4572.26,1143.06,202,INACTIVE,37.53
cust-05096,m-041,0,9,2089.63,232.18,288,RETURNING,3.0
cust-05097,m-022,31,7,8011.75,1144.54,310,AT_RISK,13.72
cust-05098,m-045,84,10,1098.67,109.87,360,INACTIVE,26.0
cust-05099,m-004,21,6,10593.46,1765.58,319,RETURNING,10.85
cust-05100,m-022,40,4,6464.29,1616.07,342,AT_RISK,17.66
cust-05101,m-021,23,9,2524.23,280.47,348,RETURNING,9.59
cust-05103,m-028,11,4,630.99,157.75,351,RETURNING,9.12
cust-05104,m-042,5,10,1223.66,122.37,292,RETURNING,4.43
cust-05105,m-003,42,8,4003.16,500.4,293,AT_RISK,17.62
cust-05106,m-047,3,9,1065.05,118.34,332,RETURNING,3.9
cust-05108,m-020,34,12,1602.05,133.5,355,AT_RISK,11.86
cust-05109,m-023,20,10,3767.43,376.74,340,RETURNING,8.59
cust-05110,m-004,118,3,2155.91,718.64,356,INACTIVE,40.55
cust-05111,m-020,143,7,735.19,105.03,346,INACTIVE,44.96
cust-05112,m-031,7,9,1097.5,121.94,340,RETURNING,5.05
cust-05113,m-044,55,8,2146.21,268.28,267,AT_RISK,23.86
cust-05114,m-030,0,10,1292.32,129.23,332,RETURNING,2.73
cust-05115,m-022,26,7,10020.51,1431.5,338,RETURNING,11.42
cust-05116,m-033,73,5,7632.49,1526.5,288,INACTIVE,30.26
cust-05117,m-028,42,8,2134.13,266.77,362,AT_RISK,14.9
cust-05118,m-014,47,4,5112.23,1278.06,323,AT_RISK,20.51
cust-05120,m-003,8,18,7852.31,436.24,347,LOYAL,3.88
cust-05121,m-015,123,8,705.83,88.23,347,INACTIVE,38.68
cust-05122,m-006,6,9,1399.97,155.55,320,RETURNING,4.87
cust-05123,m-036,31,5,527.87,105.57,193,AT_RISK,20.98
cust-05124,m-035,25,9,10458.93,1162.1,272,RETURNING,12.16
cust-05125,m-044,68,12,2943.21,245.27,314,INACTIVE,23.89
cust-05126,m-015,7,4,316.81,79.2,262,RETURNING,8.66
cust-05127,m-037,58,13,1131.04,87.0,340,AT_RISK,19.15
cust-05128,m-042,105,11,1071.27,97.39,350,INACTIVE,32.41
cust-05130,m-016,46,11,1828.4,166.22,282,AT_RISK,18.75
cust-05131,m-017,54,13,3498.98,269.15,359,AT_RISK,17.14
cust-05132,m-016,75,10,1487.05,148.7,182,INACTIVE,43.71
cust-05133,m-024,88,4,1461.25,365.31,264,INACTIVE,39.21
cust-05134,m-029,11,7,1688.35,241.19,329,RETURNING,7.08
cust-05135,m-036,156,5,403.73,80.75,362,INACTIVE,47.98
cust-05136,m-044,57,6,1564.8,260.8,337,AT_RISK,21.15
cust-05137,m-016,57,7,1063.24,151.89,351,AT_RISK,19.94
cust-05138,m-026,24,7,580.08,82.87,348,RETURNING,10.63
cust-05139,m-031,64,3,162.6,54.2,179,INACTIVE,43.06
cust-05140,m-013,38,4,4410.72,1102.68,362,AT_RISK,16.47
cust-05141,m-027,9,8,979.67,122.46,257,RETURNING,6.82
cust-05142,m-020,14,6,1048.48,174.75,346,RETURNING,8.32
cust-05143,m-035,4,6,5500.47,916.74,318,RETURNING,5.54
cust-05144,m-006,11,13,2065.21,158.86,359,RETURNING,5.2
cust-05145,m-006,28,6,595.84,99.31,343,RETURNING,12.43
cust-05146,m-047,41,8,848.4,106.05,354,AT_RISK,14.88
cust-05147,m-018,192,5,974.97,194.99,304,INACTIVE,67.95
cust-05148,m-018,106,8,863.35,107.92,345,INACTIVE,33.97
cust-05149,m-023,22,7,1197.96,171.14,344,RETURNING,10.13
cust-05150,m-011,6,13,1147.53,88.27,331,RETURNING,3.95
cust-05152,m-037,4,12,1192.7,99.39,358,RETURNING,3.42
cust-05153,m-026,17,18,1910.46,106.14,362,RETURNING,6.26
cust-05154,m-017,62,6,2225.81,370.97,360,INACTIVE,21.46
cust-05155,m-032,156,5,4109.59,821.92,295,INACTIVE,57.7
cust-05156,m-007,94,9,11656.03,1295.11,355,INACTIVE,29.4
cust-05157,m-047,70,7,609.89,87.13,335,INACTIVE,24.58
cust-05158,m-009,26,14,1617.5,115.54,347,RETURNING,9.47
cust-05159,m-003,28,6,2049.5,341.58,359,RETURNING,12.06
cust-05160,m-015,19,6,1067.05,177.84,280,RETURNING,11.05
cust-05161,m-013,20,3,3950.72,1316.91,294,NEW,14.28
cust-05162,m-022,6,12,13318.52,1109.88,244,RETURNING,4.76
cust-05163,m-014,0,13,10860.01,835.39,346,RETURNING,2.14
cust-05164,m-002,73,7,6956.77,993.82,330,INACTIVE,25.8
cust-05165,m-012,48,10,3374.76,337.48,341,AT_RISK,16.76
cust-05166,m-011,116,6,641.56,106.93,343,INACTIVE,38.01
cust-05167,m-016,90,9,1432.03,159.11,351,INACTIVE,28.57
cust-05169,m-020,40,9,933.71,103.75,355,AT_RISK,14.24
cust-05170,m-040,78,5,2916.15,583.23,305,INACTIVE,30.49
cust-05171,m-031,80,7,670.62,95.8,310,INACTIVE,29.47
cust-05172,m-042,97,11,1064.78,96.8,343,INACTIVE,30.7
cust-05173,m-035,45,7,8576.62,1225.23,354,AT_RISK,16.43
cust-05174,m-038,27,5,873.72,174.74,299,RETURNING,14.0
cust-05175,m-001,76,9,828.43,92.05,356,INACTIVE,24.29
cust-05176,m-027,17,8,2318.01,289.75,361,RETURNING,8.03
cust-05177,m-024,95,14,4367.89,311.99,351,INACTIVE,28.99
cust-05178,m-015,100,3,577.57,192.52,324,INACTIVE,38.27
cust-05179,m-044,3,7,2572.82,367.55,345,RETURNING,4.62
cust-05180,m-012,14,9,3303.1,367.01,348,RETURNING,7.01
cust-05181,m-027,13,8,1965.31,245.66,349,RETURNING,7.05
cust-05182,m-018,0,12,1183.93,98.66,353,RETURNING,2.31
cust-05183,m-034,6,10,1046.77,104.68,321,RETURNING,4.59
cust-05184,m-035,52,6,7349.62,1224.94,209,AT_RISK,29.05
cust-05185,m-027,7,5,398.25,79.65,350,RETURNING,6.99
cust-05186,m-002,63,10,8679.47,867.95,357,INACTIVE,20.33
cust-05188,m-039,98,7,912.99,130.43,337,INACTIVE,32.74
cust-05189,m-020,56,13,1696.0,130.46,353,AT_RISK,17.96
cust-05190,m-033,180,8,10687.44,1335.93,354,INACTIVE,54.04
cust-05191,m-004,32,12,16623.4,1385.28,360,AT_RISK,11.17
cust-05192,m-032,52,6,6867.67,1144.61,215,AT_RISK,28.36
cust-05193,m-018,24,10,1066.63,106.66,357,RETURNING,9.43
cust-05194,m-037,9,9,1060.09,117.79,362,RETURNING,5.48
cust-05196,m-033,48,11,11595.89,1054.17,357,AT_RISK,15.91
cust-05197,m-016,3,4,740.27,185.07,336,RETURNING,6.89
