merchant_id,date,hour,hourly_transactions,hourly_revenue,rolling_mean,rolling_std,z_score,is_anomaly
m-011,2025-12-23,18,1,73.87,1.08,0.28,-0.29,False
m-011,2025-12-23,19,1,116.66,1.08,0.28,-0.29,False
m-011,2025-12-24,13,1,44.77,1.08,0.28,-0.29,False
m-011,2025-12-24,14,1,53.14,1.08,0.28,-0.29,False
m-011,2025-12-24,17,1,73.87,1.08,0.28,-0.29,False
m-011,2025-12-24,21,1,106.28,1.08,0.28,-0.29,False
m-011,2025-12-25,9,1,42.92,1.08,0.28,-0.29,False
m-011,2025-12-25,10,2,221.99,1.12,0.34,2.59,False
m-011,2025-12-25,19,1,38.53,1.12,0.34,-0.35,False
m-011,2025-12-26,8,1,48.92,1.12,0.34,-0.35,False
m-011,2025-12-26,13,1,595.16,1.12,0.34,-0.35,False
m-011,2025-12-27,9,2,191.71,1.17,0.38,2.18,False
m-011,2025-12-27,13,2,87.45,1.21,0.41,1.93,False
m-011,2025-12-27,17,1,375.33,1.21,0.41,-0.51,False
m-011,2025-12-27,18,1,69.57,1.17,0.38,-0.45,False
m-011,2025-12-27,22,1,54.54,1.17,0.38,-0.45,False
m-011,2025-12-28,10,1,89.54,1.17,0.38,-0.45,False
m-011,2025-12-28,20,1,125.11,1.12,0.34,-0.35,False
m-011,2025-12-29,9,3,341.87,1.21,0.51,3.51,False
m-011,2025-12-29,15,1,73.87,1.21,0.51,-0.41,False
m-011,2025-12-29,16,1,42.92,1.21,0.51,-0.41,False
m-011,2025-12-29,18,1,38.53,1.21,0.51,-0.41,False
m-011,2025-12-30,8,1,54.54,1.21,0.51,-0.41,False
m-011,2025-12-30,9,1,42.92,1.21,0.51,-0.41,False
m-011,2025-12-30,18,1,44.77,1.21,0.51,-0.41,False
m-011,2025-12-31,8,1,53.14,1.21,0.51,-0.41,False
m-011,2025-12-31,9,2,97.91,1.25,0.53,1.42,False
m-011,2025-12-31,10,1,233.32,1.25,0.53,-0.47,False
m-011,2025-12-31,13,1,125.11,1.25,0.53,-0.47,False
m-011,2025-12-31,16,1,73.87,1.25,0.53,-0.47,False
m-011,2025-12-31,18,1,73.2,1.25,0.53,-0.47,False
m-011,2025-12-31,19,1,116.66,1.21,0.51,-0.41,False
m-011,2026-01-01,10,1,115.59,1.21,0.51,-0.41,False
m-011,2026-01-01,13,1,109.08,1.21,0.51,-0.41,False
m-011,2026-01-01,14,2,180.54,1.25,0.53,1.42,False
m-011,2026-01-01,20,1,125.11,1.21,0.51,-0.41,False
m-011,2026-01-02,14,1,278.28,1.17,0.48,-0.35,False
m-011,2026-01-02,17,1,73.2,1.17,0.48,-0.35,False
m-011,2026-01-02,19,1,38.53,1.17,0.48,-0.35,False
m-011,2026-01-03,12,1,115.59,1.17,0.48,-0.35,False
m-011,2026-01-03,18,1,89.54,1.17,0.48,-0.35,False
m-011,2026-01-03,21,2,399.08,1.21,0.51,1.55,False
m-011,2026-01-04,13,1,73.2,1.12,0.34,-0.35,False
m-011,2026-01-04,14,1,250.22,1.12,0.34,-0.35,False
m-011,2026-01-04,18,1,38.53,1.12,0.34,-0.35,False
m-011,2026-01-04,20,2,93.69,1.17,0.38,2.18,False
m-011,2026-01-05,13,1,147.74,1.17,0.38,-0.45,False
m-011,2026-01-06,8,1,109.08,1.17,0.38,-0.45,False
m-011,2026-01-06,10,2,70.28,1.21,0.41,1.93,False
m-011,2026-01-06,12,1,54.54,1.21,0.41,-0.51,False
m-011,2026-01-06,16,1,125.11,1.17,0.38,-0.45,False
m-011,2026-01-06,17,1,116.66,1.17,0.38,-0.45,False
m-011,2026-01-07,9,1,42.92,1.17,0.38,-0.45,False
m-011,2026-01-07,13,1,48.92,1.17,0.38,-0.45,False
m-011,2026-01-07,20,1,134.31,1.17,0.38,-0.45,False
m-011,2026-01-08,9,1,148.79,1.17,0.38,-0.45,False
m-011,2026-01-08,16,1,69.57,1.17,0.38,-0.45,False
m-011,2026-01-10,9,1,31.75,1.17,0.38,-0.45,False
m-011,2026-01-10,10,1,292.8,1.12,0.34,-0.35,False
m-011,2026-01-10,20,2,170.89,1.17,0.38,2.18,False
m-011,2026-01-11,9,1,53.14,1.17,0.38,-0.45,False
m-011,2026-01-11,10,1,54.54,1.17,0.38,-0.45,False
m-011,2026-01-11,13,1,116.66,1.17,0.38,-0.45,False
m-011,2026-01-11,18,1,148.79,1.17,0.38,-0.45,False
m-011,2026-01-11,19,1,38.53,1.17,0.38,-0.45,False
m-011,2026-01-11,20,2,554.98,1.17,0.38,2.18,False
m-011,2026-01-12,10,1,139.14,1.17,0.38,-0.45,False
m-011,2026-01-12,11,1,48.92,1.17,0.38,-0.45,False
m-011,2026-01-12,20,1,73.87,1.17,0.38,-0.45,False
m-011,2026-01-13,13,2,142.77,1.17,0.38,2.18,False
m-011,2026-01-13,15,1,208.71,1.17,0.38,-0.45,False
m-011,2026-01-13,19,1,125.11,1.17,0.38,-0.45,False
m-011,2026-01-14,18,1,182.81,1.12,0.34,-0.35,False
m-011,2026-01-14,19,1,125.11,1.12,0.34,-0.35,False
m-011,2026-01-14,20,1,44.77,1.12,0.34,-0.35,False
m-011,2026-01-14,22,1,38.53,1.12,0.34,-0.35,False
m-011,2026-01-15,15,1,54.54,1.12,0.34,-0.35,False
m-011,2026-01-15,17,2,161.43,1.17,0.38,2.18,False
m-011,2026-01-16,7,1,53.14,1.17,0.38,-0.45,False
m-011,2026-01-16,11,1,250.22,1.17,0.38,-0.45,False
m-011,2026-01-16,18,1,44.77,1.17,0.38,-0.45,False
m-011,2026-01-17,9,1,295.48,1.17,0.38,-0.45,False
m-011,2026-01-17,12,1,195.68,1.17,0.38,-0.45,False
m-011,2026-01-17,13,1,42.92,1.12,0.34,-0.35,False
m-011,2026-01-17,15,2,86.29,1.17,0.38,2.18,False
m-011,2026-01-17,17,1,218.16,1.17,0.38,-0.45,False
m-011,2026-01-18,10,1,53.14,1.17,0.38,-0.45,False
m-011,2026-01-19,12,1,147.74,1.17,0.38,-0.45,False
m-011,2026-01-19,14,1,42.92,1.17,0.38,-0.45,False
m-011,2026-01-20,8,1,31.75,1.12,0.34,-0.35,False
m-011,2026-01-20,17,1,95.25,1.12,0.34,-0.35,False
m-011,2026-01-20,18,1,116.66,1.12,0.34,-0.35,False
m-011,2026-01-21,9,1,182.81,1.12,0.34,-0.35,False
m-011,2026-01-21,10,2,97.91,1.12,0.34,2.59,False
m-011,2026-01-21,14,1,125.11,1.12,0.34,-0.35,False
m-011,2026-01-21,15,1,182.81,1.12,0.34,-0.35,False
m-011,2026-01-22,9,1,95.25,1.12,0.34,-0.35,False
m-011,2026-01-22,13,1,125.11,1.12,0.34,-0.35,False
m-011,2026-01-22,14,1,73.2,1.12,0.34,-0.35,False
m-011,2026-01-22,20,1,31.75,1.12,0.34,-0.35,False
m-011,2026-01-23,8,1,42.92,1.12,0.34,-0.35,False
m-011,2026-01-24,18,1,53.14,1.08,0.28,-0.29,False
m-011,2026-01-25,14,1,116.66,1.08,0.28,-0.29,False
m-011,2026-01-25,16,1,500.44,1.08,0.28,-0.29,False
m-011,2026-01-25,17,2,93.69,1.12,0.34,2.59,False
m-011,2026-01-26,9,1,595.16,1.12,0.34,-0.35,False
m-011,2026-01-26,11,1,125.11,1.12,0.34,-0.35,False
m-011,2026-01-26,13,1,97.84,1.12,0.34,-0.35,False
m-011,2026-01-27,10,1,31.75,1.08,0.28,-0.29,False
m-011,2026-01-27,13,1,146.76,1.08,0.28,-0.29,False
m-011,2026-01-27,19,1,54.54,1.08,0.28,-0.29,False
m-011,2026-01-29,12,1,73.87,1.08,0.28,-0.29,False
m-011,2026-01-29,14,1,125.11,1.08,0.28,-0.29,False
m-011,2026-01-29,16,1,365.62,1.08,0.28,-0.29,False
m-011,2026-01-29,18,1,195.68,1.08,0.28,-0.29,False
m-011,2026-01-30,21,1,116.66,1.08,0.28,-0.29,False
m-011,2026-01-31,9,1,31.75,1.08,0.28,-0.29,False
m-011,2026-01-31,10,2,234.63,1.08,0.28,3.29,False
m-011,2026-01-31,12,1,73.87,1.08,0.28,-0.29,False
m-011,2026-01-31,13,1,38.53,1.08,0.28,-0.29,False
m-011,2026-01-31,14,1,44.77,1.08,0.28,-0.29,False
m-011,2026-02-01,8,1,159.42,1.08,0.28,-0.29,False
m-011,2026-02-01,13,2,80.67,1.12,0.34,2.59,False
m-011,2026-02-01,19,2,347.34,1.17,0.38,2.18,False
m-011,2026-02-02,10,1,54.54,1.17,0.38,-0.45,False
m-011,2026-02-02,11,1,148.79,1.17,0.38,-0.45,False
m-011,2026-02-02,13,2,271.85,1.21,0.41,1.93,False
m-011,2026-02-02,19,1,125.11,1.21,0.41,-0.51,False
m-011,2026-02-03,9,1,365.62,1.17,0.38,-0.45,False
m-011,2026-02-03,20,1,146.4,1.17,0.38,-0.45,False
m-011,2026-02-04,8,1,54.54,1.17,0.38,-0.45,False
m-011,2026-02-04,14,1,38.53,1.17,0.38,-0.45,False
m-011,2026-02-04,19,1,116.66,1.17,0.38,-0.45,False
m-011,2026-02-05,11,1,233.32,1.17,0.38,-0.45,False
m-011,2026-02-05,19,1,42.92,1.17,0.38,-0.45,False
m-011,2026-02-06,18,1,89.54,1.17,0.38,-0.45,False
m-011,2026-02-07,8,1,89.54,1.17,0.38,-0.45,False
m-011,2026-02-07,10,1,38.53,1.17,0.38,-0.45,False
m-011,2026-02-07,20,2,142.77,1.21,0.41,1.93,False
m-011,2026-02-08,10,1,171.68,1.21,0.41,-0.51,False
m-011,2026-02-08,17,1,125.11,1.21,0.41,-0.51,False
m-011,2026-02-08,18,1,106.28,1.17,0.38,-0.45,False
m-011,2026-02-08,19,3,159.11,1.25,0.53,3.3,False
m-011,2026-02-09,13,1,221.61,1.25,0.53,-0.47,False
m-011,2026-02-09,18,1,548.43,1.25,0.53,-0.47,False
m-011,2026-02-09,19,1,182.81,1.25,0.53,-0.47,False
m-011,2026-02-10,19,1,115.59,1.21,0.51,-0.41,False
m-011,2026-02-10,20,1,148.79,1.17,0.48,-0.35,False
m-011,2026-02-11,17,1,221.61,1.17,0.48,-0.35,False
m-011,2026-02-11,20,1,106.28,1.17,0.48,-0.35,False
m-011,2026-02-12,9,2,63.5,1.17,0.48,1.73,False
m-011,2026-02-12,12,1,109.08,1.17,0.48,-0.35,False
m-011,2026-02-12,14,1,53.14,1.17,0.48,-0.35,False
m-011,2026-02-13,11,1,159.42,1.17,0.48,-0.35,False
m-011,2026-02-14,11,1,73.2,1.17,0.48,-0.35,False
m-011,2026-02-14,20,1,146.4,1.17,0.48,-0.35,False
m-011,2026-02-15,9,2,387.12,1.21,0.51,1.55,False
m-011,2026-02-15,15,1,146.76,1.21,0.51,-0.41,False
m-011,2026-02-16,10,1,182.81,1.21,0.51,-0.41,False
m-011,2026-02-16,16,1,77.06,1.21,0.51,-0.41,False
m-011,2026-02-16,20,2,446.37,1.25,0.53,1.42,False
m-011,2026-02-17,14,1,73.87,1.25,0.53,-0.47,False
m-011,2026-02-17,19,1,54.54,1.21,0.51,-0.41,False
m-011,2026-02-18,9,1,53.14,1.21,0.51,-0.41,False
m-011,2026-02-18,10,1,128.76,1.21,0.51,-0.41,False
m-011,2026-02-18,14,1,3693.5,1.21,0.51,-0.41,True
m-011,2026-02-18,18,1,63.5,1.12,0.34,-0.35,False
m-011,2026-02-18,20,1,42.92,1.12,0.34,-0.35,False
m-011,2026-02-19,9,1,365.62,1.12,0.34,-0.35,False
m-011,2026-02-19,10,2,240.46,1.17,0.38,2.18,False
m-011,2026-02-19,22,1,134.31,1.17,0.38,-0.45,False
m-011,2026-02-20,9,1,53.14,1.17,0.38,-0.45,False
m-011,2026-02-20,14,1,31.75,1.17,0.38,-0.45,False
m-011,2026-02-20,15,1,278.28,1.17,0.38,-0.45,False
m-011,2026-02-20,19,2,287.86,1.17,0.38,2.18,False
m-011,2026-02-20,20,1,48.92,1.17,0.38,-0.45,False
m-011,2026-02-21,6,1,148.79,1.17,0.38,-0.45,False
m-011,2026-02-21,9,1,69.57,1.17,0.38,-0.45,False
m-011,2026-02-21,18,1,38.53,1.17,0.38,-0.45,False
m-011,2026-02-21,20,1,53.14,1.17,0.38,-0.45,False
m-011,2026-02-22,8,2,263.25,1.17,0.38,2.18,False
m-011,2026-02-22,12,1,44.77,1.17,0.38,-0.45,False
m-011,2026-02-22,13,1,125.11,1.17,0.38,-0.45,False
m-011,2026-02-22,16,1,116.66,1.17,0.38,-0.45,False
m-011,2026-02-22,17,1,446.37,1.12,0.34,-0.35,False
m-011,2026-02-23,11,2,253.36,1.17,0.38,2.18,False
m-011,2026-02-23,13,1,44.77,1.17,0.38,-0.45,False
m-011,2026-02-24,9,1,31.75,1.17,0.38,-0.45,False
m-011,2026-02-24,11,1,146.4,1.17,0.38,-0.45,False
m-011,2026-02-24,12,1,297.58,1.17,0.38,-0.45,False
m-011,2026-02-24,13,1,159.42,1.17,0.38,-0.45,False
m-011,2026-02-24,19,1,125.11,1.17,0.38,-0.45,False
m-011,2026-02-24,20,1,73.2,1.17,0.38,-0.45,False
m-011,2026-02-25,9,1,48.92,1.12,0.34,-0.35,False
m-011,2026-02-25,10,1,53.14,1.12,0.34,-0.35,False
m-011,2026-02-25,20,1,73.87,1.12,0.34,-0.35,False
m-011,2026-02-25,22,1,182.81,1.12,0.34,-0.35,False
m-011,2026-02-26,7,1,42.92,1.12,0.34,-0.35,False
m-011,2026-02-26,9,1,77.06,1.08,0.28,-0.29,False
m-011,2026-02-26,13,2,500.91,1.12,0.34,2.59,False
m-011,2026-02-27,9,1,31.75,1.12,0.34,-0.35,False
m-011,2026-02-27,16,1,233.32,1.12,0.34,-0.35,False
m-011,2026-02-27,17,1,54.54,1.12,0.34,-0.35,False
m-011,2026-02-28,10,1,53.14,1.12,0.34,-0.35,False
m-011,2026-02-28,13,2,177.67,1.12,0.34,2.59,False
m-011,2026-02-28,14,1,446.37,1.12,0.34,-0.35,False
m-011,2026-02-28,15,1,208.71,1.12,0.34,-0.35,False
m-011,2026-02-28,17,1,44.77,1.12,0.34,-0.35,False
m-011,2026-02-28,18,1,69.57,1.12,0.34,-0.35,False
m-011,2026-03-01,9,1,95.25,1.08,0.28,-0.29,False
m-011,2026-03-01,12,1,54.54,1.08,0.28,-0.29,False
m-011,2026-03-01,13,1,85.84,1.08,0.28,-0.29,False
m-011,2026-03-02,13,1,182.81,1.08,0.28,-0.29,False
m-011,2026-03-02,18,1,125.11,1.08,0.28,-0.29,False
m-011,2026-03-02,20,1,69.57,1.08,0.28,-0.29,False
m-011,2026-03-03,11,1,73.2,1.08,0.28,-0.29,False
m-011,2026-03-03,14,1,44.77,1.08,0.28,-0.29,False
m-011,2026-03-04,8,2,367.15,1.12,0.34,2.59,False
m-011,2026-03-04,10,2,70.28,1.17,0.38,2.18,False
m-011,2026-03-04,11,1,446.37,1.17,0.38,-0.45,False
m-011,2026-03-04,12,1,77.06,1.17,0.38,-0.45,False
m-011,2026-03-04,16,1,54.54,1.17,0.38,-0.45,False
m-011,2026-03-04,20,1,38.53,1.17,0.38,-0.45,False
m-011,2026-03-05,7,1,250.22,1.12,0.34,-0.35,False
m-011,2026-03-05,20,1,218.16,1.12,0.34,-0.35,False
m-011,2026-03-06,16,1,73.2,1.12,0.34,-0.35,False
m-011,2026-03-07,17,1,42.92,1.12,0.34,-0.35,False
m-011,2026-03-07,18,1,42.92,1.12,0.34,-0.35,False
m-011,2026-03-08,7,1,85.84,1.08,0.28,-0.29,False
m-011,2026-03-08,9,2,128.41,1.12,0.34,2.59,False
m-011,2026-03-08,10,1,106.28,1.12,0.34,-0.35,False
m-011,2026-03-08,17,1,125.11,1.12,0.34,-0.35,False
m-011,2026-03-08,18,2,366.88,1.17,0.38,2.18,False
m-011,2026-03-09,10,1,69.57,1.17,0.38,-0.45,False
m-011,2026-03-09,18,1,38.53,1.17,0.38,-0.45,False
m-011,2026-03-10,10,2,367.63,1.21,0.41,1.93,False
m-011,2026-03-10,14,1,139.14,1.21,0.41,-0.51,False
m-011,2026-03-10,18,1,233.32,1.21,0.41,-0.51,False
m-011,2026-03-11,9,1,48.92,1.21,0.41,-0.51,False
m-011,2026-03-11,21,1,69.57,1.21,0.41,-0.51,False
m-011,2026-03-12,7,1,182.81,1.21,0.41,-0.51,False
m-011,2026-03-12,8,1,219.6,1.17,0.38,-0.45,False
m-011,2026-03-12,15,1,73.2,1.12,0.34,-0.35,False
m-011,2026-03-13,9,1,54.54,1.12,0.34,-0.35,False
m-011,2026-03-13,11,1,73.2,1.12,0.34,-0.35,False
m-011,2026-03-13,18,1,171.68,1.12,0.34,-0.35,False
m-011,2026-03-14,10,1,106.28,1.12,0.34,-0.35,False
m-011,2026-03-15,8,1,73.87,1.12,0.34,-0.35,False
m-011,2026-03-15,10,1,42.92,1.12,0.34,-0.35,False
m-011,2026-03-15,13,2,126.34,1.17,0.38,2.18,False
m-011,2026-03-15,16,1,38.53,1.17,0.38,-0.45,False
m-011,2026-03-15,18,1,42.92,1.17,0.38,-0.45,False
m-011,2026-03-15,19,1,69.57,1.17,0.38,-0.45,False
m-011,2026-03-16,13,1,297.58,1.12,0.34,-0.35,False
m-011,2026-03-16,19,1,115.59,1.12,0.34,-0.35,False
m-011,2026-03-17,9,1,106.28,1.12,0.34,-0.35,False
m-011,2026-03-17,18,2,220.94,1.12,0.34,2.59,False
m-011,2026-03-18,9,1,69.57,1.12,0.34,-0.35,False
m-011,2026-03-18,14,1,73.87,1.12,0.34,-0.35,False
m-011,2026-03-18,16,1,106.28,1.08,0.28,-0.29,False
m-011,2026-03-18,21,1,147.74,1.08,0.28,-0.29,False
m-011,2026-03-19,14,1,154.12,1.08,0.28,-0.29,False
m-011,2026-03-20,8,1,365.62,1.08,0.28,-0.29,False
m-011,2026-03-20,10,1,44.77,1.08,0.28,-0.29,False
m-011,2026-03-20,13,1,42.92,1.08,0.28,-0.29,False
m-011,2026-03-20,17,2,155.41,1.12,0.34,2.59,False
m-011,2026-03-21,12,1,54.54,1.12,0.34,-0.35,False
m-011,2026-03-21,14,2,190.53,1.17,0.38,2.18,False
m-011,2026-03-22,11,1,69.57,1.17,0.38,-0.45,False
m-011,2026-03-22,17,1,54.54,1.17,0.38,-0.45,False
m-011,2026-03-22,19,1,73.87,1.17,0.38,-0.45,False
m-011,2026-03-22,22,1,31.75,1.17,0.38,-0.45,False
m-011,2026-03-23,7,1,106.28,1.17,0.38,-0.45,False
m-011,2026-03-23,11,1,48.92,1.12,0.34,-0.35,False
m-011,2026-03-24,8,1,63.5,1.12,0.34,-0.35,False
m-011,2026-03-25,9,2,178.25,1.17,0.38,2.18,False
m-011,2026-03-25,15,1,77.06,1.17,0.38,-0.45,False
m-011,2026-03-26,14,1,109.08,1.17,0.38,-0.45,False
m-011,2026-03-27,9,1,278.28,1.17,0.38,-0.45,False
m-011,2026-03-27,16,1,42.92,1.17,0.38,-0.45,False
m-011,2026-03-28,10,1,53.14,1.12,0.34,-0.35,False
m-011,2026-03-28,14,1,31.75,1.12,0.34,-0.35,False
m-011,2026-03-28,17,1,125.11,1.12,0.34,-0.35,False
m-011,2026-03-28,19,1,148.79,1.12,0.34,-0.35,False
m-011,2026-03-29,13,1,146.4,1.12,0.34,-0.35,False
m-011,2026-03-29,17,1,182.81,1.12,0.34,-0.35,False
m-011,2026-03-29,18,1,292.8,1.12,0.34,-0.35,False
m-011,2026-03-29,21,1,208.71,1.12,0.34,-0.35,False
m-011,2026-03-30,8,1,85.84,1.12,0.34,-0.35,False
m-011,2026-03-30,9,1,85.84,1.08,0.28,-0.29,False
m-011,2026-03-30,12,1,125.11,1.08,0.28,-0.29,False
m-011,2026-03-30,14,1,54.54,1.04,0.2,-0.2,False
m-011,2026-03-30,15,1,148.79,1.04,0.2,-0.2,False
m-011,2026-03-30,16,1,109.08,1.04,0.2,-0.2,False
m-011,2026-03-30,17,1,48.92,1.04,0.2,-0.2,False
m-011,2026-03-30,18,1,38.53,1.04,0.2,-0.2,False
m-011,2026-03-30,19,1,116.66,1.04,0.2,-0.2,False
m-011,2026-03-31,11,1,146.4,1.04,0.2,-0.2,False
m-011,2026-03-31,13,1,54.54,1.04,0.2,-0.2,False
m-011,2026-03-31,17,1,48.92,1.0,0.0,0.0,False
m-011,2026-04-01,9,1,48.92,1.0,0.0,0.0,False
m-011,2026-04-01,19,1,89.54,1.0,0.0,0.0,False
m-011,2026-04-02,8,1,446.37,1.0,0.0,0.0,False
m-011,2026-04-02,11,1,548.43,1.0,0.0,0.0,False
m-011,2026-04-02,13,1,53.14,1.0,0.0,0.0,False
m-011,2026-04-02,15,1,116.66,1.0,0.0,0.0,False
m-011,2026-04-02,17,2,254.73,1.04,0.2,4.8,False
m-011,2026-04-03,9,1,128.76,1.04,0.2,-0.2,False
m-011,2026-04-03,11,1,31.75,1.04,0.2,-0.2,False
m-011,2026-04-03,19,1,179.08,1.04,0.2,-0.2,False
m-011,2026-04-04,12,1,89.54,1.04,0.2,-0.2,False
m-011,2026-04-04,18,1,85.84,1.04,0.2,-0.2,False
m-011,2026-04-04,19,1,73.87,1.04,0.2,-0.2,False
m-011,2026-04-05,11,1,134.31,1.04,0.2,-0.2,False
m-011,2026-04-05,12,1,212.56,1.04,0.2,-0.2,False
m-011,2026-04-05,14,1,297.58,1.04,0.2,-0.2,False
m-011,2026-04-05,15,1,44.77,1.04,0.2,-0.2,False
m-011,2026-04-05,17,1,54.54,1.04,0.2,-0.2,False
m-011,2026-04-05,18,1,97.84,1.04,0.2,-0.2,False
m-011,2026-04-05,19,1,182.81,1.04,0.2,-0.2,False
m-011,2026-04-06,7,1,349.98,1.04,0.2,-0.2,False
m-011,2026-04-06,8,1,42.92,1.04,0.2,-0.2,False
m-011,2026-04-06,9,1,42.92,1.04,0.2,-0.2,False
m-011,2026-04-06,14,1,38.53,1.04,0.2,-0.2,False
m-011,2026-04-06,15,1,63.5,1.04,0.2,-0.2,False
m-011,2026-04-07,12,1,31.75,1.04,0.2,-0.2,False
m-011,2026-04-07,18,1,44.77,1.04,0.2,-0.2,False
m-011,2026-04-08,6,1,109.08,1.04,0.2,-0.2,False
m-011,2026-04-08,9,1,31.75,1.04,0.2,-0.2,False
m-011,2026-04-08,10,2,118.64,1.08,0.28,3.29,False
m-011,2026-04-08,18,1,148.79,1.04,0.2,-0.2,False
m-011,2026-04-08,22,1,139.14,1.04,0.2,-0.2,False
m-011,2026-04-09,6,1,125.11,1.04,0.2,-0.2,False
m-011,2026-04-09,9,1,73.87,1.04,0.2,-0.2,False
m-011,2026-04-09,16,1,31.75,1.04,0.2,-0.2,False
m-011,2026-04-09,19,1,53.14,1.04,0.2,-0.2,False
m-011,2026-04-10,8,1,148.79,1.04,0.2,-0.2,False
m-011,2026-04-10,9,1,182.81,1.04,0.2,-0.2,False
m-011,2026-04-10,15,1,171.68,1.04,0.2,-0.2,False
m-011,2026-04-11,8,1,69.57,1.04,0.2,-0.2,False
m-011,2026-04-11,9,2,274.75,1.08,0.28,3.29,False
m-011,2026-04-11,14,1,42.92,1.08,0.28,-0.29,False
m-011,2026-04-12,13,1,42.92,1.08,0.28,-0.29,False
m-011,2026-04-12,18,1,163.62,1.08,0.28,-0.29,False
m-011,2026-04-12,19,1,106.28,1.08,0.28,-0.29,False
m-011,2026-04-13,6,1,44.77,1.08,0.28,-0.29,False
m-011,2026-04-13,10,1,125.11,1.08,0.28,-0.29,False
m-011,2026-04-13,15,1,77.06,1.08,0.28,-0.29,False
m-011,2026-04-14,10,1,53.14,1.08,0.28,-0.29,False
m-011,2026-04-14,16,1,38.53,1.08,0.28,-0.29,False
m-011,2026-04-14,17,1,53.14,1.08,0.28,-0.29,False
m-011,2026-04-14,18,2,150.93,1.12,0.34,2.59,False
m-011,2026-04-14,19,1,106.28,1.12,0.34,-0.35,False
m-011,2026-04-14,20,1,54.54,1.08,0.28,-0.29,False
m-011,2026-04-14,22,1,127.0,1.08,0.28,-0.29,False
m-011,2026-04-15,9,1,115.59,1.08,0.28,-0.29,False
m-011,2026-04-15,10,1,53.14,1.08,0.28,-0.29,False
m-011,2026-04-15,19,1,73.87,1.08,0.28,-0.29,False
m-011,2026-04-15,20,1,38.53,1.08,0.28,-0.29,False
m-011,2026-04-16,11,1,466.64,1.08,0.28,-0.29,False
m-011,2026-04-16,13,1,116.66,1.08,0.28,-0.29,False
m-011,2026-04-16,14,1,42.92,1.08,0.28,-0.29,False
m-011,2026-04-17,6,1,73.2,1.08,0.28,-0.29,False
m-011,2026-04-17,14,1,182.81,1.08,0.28,-0.29,False
m-011,2026-04-17,20,1,53.14,1.04,0.2,-0.2,False
m-011,2026-04-18,11,1,53.14,1.04,0.2,-0.2,False
m-011,2026-04-18,13,1,182.81,1.04,0.2,-0.2,False
m-011,2026-04-18,17,1,116.66,1.04,0.2,-0.2,False
m-011,2026-04-18,18,2,142.61,1.08,0.28,3.29,False
m-011,2026-04-19,9,1,48.92,1.08,0.28,-0.29,False
m-011,2026-04-19,10,1,38.53,1.08,0.28,-0.29,False
m-011,2026-04-19,13,1,148.79,1.08,0.28,-0.29,False
m-011,2026-04-19,19,2,127.74,1.12,0.34,2.59,False
m-011,2026-04-20,18,1,295.48,1.12,0.34,-0.35,False
m-011,2026-04-21,14,1,349.98,1.12,0.34,-0.35,False
m-011,2026-04-21,15,1,48.92,1.08,0.28,-0.29,False
m-011,2026-04-22,16,1,53.14,1.08,0.28,-0.29,False
m-011,2026-04-23,15,1,44.77,1.08,0.28,-0.29,False
m-011,2026-04-24,9,1,109.08,1.08,0.28,-0.29,False
m-011,2026-04-24,10,1,42.92,1.08,0.28,-0.29,False
m-011,2026-04-24,13,1,54.54,1.08,0.28,-0.29,False
m-011,2026-04-24,18,2,618.0,1.12,0.34,2.59,False
m-011,2026-04-25,20,1,77.06,1.12,0.34,-0.35,False
m-011,2026-04-26,19,1,73.2,1.12,0.34,-0.35,False
m-011,2026-04-26,20,1,148.79,1.12,0.34,-0.35,False
m-011,2026-04-27,7,1,148.79,1.12,0.34,-0.35,False
m-011,2026-04-27,9,1,54.54,1.12,0.34,-0.35,False
m-011,2026-04-27,11,1,38.53,1.12,0.34,-0.35,False
m-011,2026-04-27,12,1,182.81,1.12,0.34,-0.35,False
m-011,2026-04-27,13,1,208.71,1.12,0.34,-0.35,False
m-011,2026-04-27,20,1,195.68,1.12,0.34,-0.35,False
m-011,2026-04-28,11,1,148.79,1.12,0.34,-0.35,False
m-011,2026-04-28,13,1,148.79,1.08,0.28,-0.29,False
m-011,2026-04-28,17,1,53.14,1.08,0.28,-0.29,False
m-011,2026-04-28,20,1,116.66,1.08,0.28,-0.29,False
m-011,2026-04-29,7,1,38.53,1.08,0.28,-0.29,False
m-011,2026-04-29,12,1,125.11,1.04,0.2,-0.2,False
m-011,2026-04-30,13,2,307.92,1.08,0.28,3.29,False
m-011,2026-04-30,17,1,116.66,1.08,0.28,-0.29,False
m-011,2026-05-01,8,1,69.57,1.08,0.28,-0.29,False
m-011,2026-05-01,9,1,595.16,1.08,0.28,-0.29,False
m-011,2026-05-01,14,1,147.74,1.08,0.28,-0.29,False
m-011,2026-05-01,18,1,53.14,1.08,0.28,-0.29,False
m-011,2026-05-02,8,1,365.62,1.08,0.28,-0.29,False
m-011,2026-05-02,10,1,115.59,1.08,0.28,-0.29,False
m-011,2026-05-02,11,3,295.74,1.12,0.45,4.18,False
m-011,2026-05-02,14,1,63.5,1.12,0.45,-0.27,False
m-011,2026-05-02,16,1,73.2,1.12,0.45,-0.27,False
m-011,2026-05-02,19,2,663.2,1.17,0.48,1.73,False
m-011,2026-05-03,10,1,53.14,1.17,0.48,-0.35,False
m-011,2026-05-03,11,1,38.53,1.17,0.48,-0.35,False
