customer_id,merchant_id,recency_days,frequency,monetary_value,avg_order_value,min_order_value,max_order_value,distinct_products_bought,distinct_categories_bought,customer_tenure_days,avg_purchase_interval_days,weekend_tx_ratio,evening_tx_ratio,target_segment,churn_risk_score,split
cust-03625,m-004,36,3,4440.57,1480.19,687.11,3021.37,3,1,225,94.5,0.333,0.333,NEW,11.95,VALIDATION
cust-03626,m-004,24,4,5470.36,1367.59,687.11,1789.15,4,1,320,98.7,0.5,0.25,REGULAR,5.61,TRAIN
cust-03627,m-004,32,5,6701.73,1340.35,687.11,1789.15,4,1,285,63.2,0.8,0.2,AT_RISK,8.39,TRAIN
cust-03628,m-004,6,5,4659.49,931.9,687.11,1721.89,3,1,354,87.0,0.6,0.6,REGULAR,1.27,TRAIN
cust-03629,m-004,44,3,5075.27,1691.76,781.69,3021.37,3,1,310,133.0,0.333,0.667,NEW,10.61,TEST
cust-03630,m-004,310,2,1374.22,687.11,687.11,687.11,1,1,322,12.0,0.0,0.5,INACTIVE,100.0,TRAIN
cust-03631,m-004,12,3,4191.23,1397.08,482.75,3021.37,3,1,332,160.0,0.333,1.0,NEW,2.7,TEST
cust-03632,m-004,102,4,5017.9,1254.47,482.75,3021.37,4,1,169,22.3,0.25,0.5,INACTIVE,100.0,TRAIN
cust-03633,m-004,116,3,5475.35,1825.12,732.09,3021.37,3,1,330,107.0,0.333,0.0,INACTIVE,39.78,VALIDATION
cust-03634,m-004,86,5,4704.47,940.89,687.11,1721.89,4,1,230,36.0,0.4,0.4,INACTIVE,100.0,VALIDATION
cust-03635,m-004,5,7,9204.51,1314.93,482.75,3021.37,3,1,318,52.2,0.143,0.286,REGULAR,1.18,TEST
cust-03636,m-004,32,6,10519.28,1753.21,482.75,3021.37,4,1,293,52.2,0.667,0.333,AT_RISK,8.16,TRAIN
cust-03637,m-004,69,5,4472.79,894.56,482.75,1789.15,5,1,312,60.8,0.4,0.0,INACTIVE,28.83,VALIDATION
cust-03638,m-004,10,5,8586.31,1717.26,781.69,3021.37,5,1,358,87.0,0.4,0.4,REGULAR,2.09,TEST
cust-03639,m-004,200,6,6168.26,1028.04,482.75,1721.89,5,1,333,26.6,0.5,0.0,INACTIVE,100.0,TRAIN
cust-03640,m-004,0,5,5251.31,1050.26,482.75,3021.37,3,1,356,89.0,0.0,0.2,REGULAR,0.0,VALIDATION
cust-03641,m-004,125,7,9502.21,1357.46,482.75,3021.37,6,1,350,37.5,0.429,0.429,INACTIVE,100.0,TRAIN
cust-03642,m-004,26,7,9577.63,1368.23,732.09,3021.37,4,1,324,49.7,0.571,0.571,REGULAR,6.0,TEST
cust-03643,m-004,26,4,6797.16,1699.29,781.69,3021.37,4,1,362,112.0,0.5,0.5,REGULAR,5.37,TRAIN
cust-03644,m-004,0,7,7199.29,1028.47,687.11,1721.89,5,1,294,49.0,0.286,0.429,REGULAR,0.0,TRAIN
cust-03645,m-004,19,6,6289.26,1048.21,482.75,1789.15,5,1,340,64.2,0.333,0.167,REGULAR,4.18,TRAIN
cust-03646,m-004,14,10,18238.38,1823.84,732.09,3021.37,4,1,292,30.9,0.3,0.5,REGULAR,3.58,TEST
cust-03647,m-004,1,10,12617.24,1261.72,732.09,1789.15,5,1,340,37.7,0.2,0.2,REGULAR,0.22,TRAIN
cust-03648,m-004,24,5,4704.47,940.89,687.11,1721.89,4,1,130,26.5,0.2,0.0,REGULAR,13.74,TRAIN
cust-03649,m-004,66,3,2155.91,718.64,687.11,781.69,2,1,299,116.5,0.667,0.667,INACTIVE,16.5,TRAIN
cust-03650,m-004,55,5,5208.63,1041.73,482.75,1789.15,4,1,346,72.8,0.0,0.6,AT_RISK,11.89,VALIDATION
cust-03651,m-004,83,2,2521.24,1260.62,732.09,1789.15,2,1,353,270.0,0.0,0.5,INACTIVE,17.58,TRAIN
cust-03652,m-004,0,7,12804.81,1829.26,482.75,3021.37,5,1,301,50.2,0.143,0.143,REGULAR,0.0,TRAIN
cust-03653,m-004,114,2,3578.3,1789.15,1789.15,1789.15,1,1,142,28.0,0.0,0.0,INACTIVE,100.0,TRAIN
cust-03654,m-004,19,6,8683.7,1447.28,687.11,3021.37,5,1,314,59.0,0.333,0.333,REGULAR,4.52,VALIDATION
cust-03655,m-004,4,4,2479.28,619.82,482.75,781.69,3,1,202,66.0,0.5,0.25,REGULAR,1.48,TRAIN
cust-03656,m-004,111,3,5430.37,1810.12,687.11,3021.37,3,1,275,82.0,0.333,0.667,INACTIVE,73.66,VALIDATION
cust-03657,m-004,22,5,6667.49,1333.5,482.75,3021.37,4,1,180,39.5,0.4,0.4,REGULAR,9.12,TRAIN
cust-03658,m-004,188,1,482.75,482.75,482.75,482.75,1,1,188,188.0,0.0,0.0,INACTIVE,74.6,TRAIN
cust-03659,m-004,13,6,5209.5,868.25,482.75,1789.15,4,1,309,59.2,0.5,0.667,REGULAR,3.15,TRAIN
cust-03660,m-004,138,6,6486.7,1081.12,482.75,3021.37,5,1,294,31.2,0.333,0.167,INACTIVE,100.0,TRAIN
cust-03661,m-004,22,8,17250.76,2156.35,482.75,9835.77,5,1,243,31.6,0.375,0.125,REGULAR,6.76,TRAIN
cust-03662,m-004,26,3,1697.59,565.86,482.75,732.09,2,1,351,162.5,0.667,0.0,NEW,5.54,TRAIN
cust-03663,m-004,64,4,3940.44,985.11,687.11,1789.15,3,1,279,71.7,0.0,0.25,INACTIVE,17.14,TRAIN
cust-03664,m-004,15,7,6337.53,905.36,482.75,1789.15,5,1,315,50.0,0.286,0.429,REGULAR,3.56,TRAIN
cust-03665,m-004,132,7,9706.57,1386.65,482.75,3021.37,7,1,342,35.0,0.571,0.571,INACTIVE,100.0,TRAIN
cust-03666,m-004,12,6,8774.14,1462.36,687.11,3021.37,5,1,273,52.2,0.5,0.333,REGULAR,3.28,TRAIN
cust-03667,m-004,43,4,8002.06,2000.52,687.11,3021.37,3,1,346,101.0,0.5,0.25,AT_RISK,9.29,VALIDATION
cust-03668,m-004,73,7,7316.15,1045.16,687.11,1789.15,5,1,287,35.7,0.286,0.143,INACTIVE,74.96,TRAIN
cust-03669,m-004,91,4,9553.78,2388.45,1721.89,3021.37,3,1,339,82.7,0.5,0.25,INACTIVE,32.52,TRAIN
cust-03670,m-004,26,4,5017.9,1254.47,482.75,3021.37,4,1,206,60.0,0.75,0.5,REGULAR,9.42,TRAIN
cust-03671,m-004,26,4,8254.3,2063.58,1721.89,3021.37,3,1,350,108.0,0.25,0.25,REGULAR,5.56,VALIDATION
cust-03672,m-004,19,6,6448.64,1074.77,687.11,1789.15,4,1,322,60.6,0.5,0.0,REGULAR,4.41,VALIDATION
cust-03673,m-004,81,6,7426.9,1237.82,482.75,3021.37,6,1,317,47.2,0.333,0.333,INACTIVE,69.8,TRAIN
cust-03674,m-004,33,8,11465.98,1433.25,732.09,3021.37,4,1,277,34.9,0.375,0.375,AT_RISK,8.9,TEST
cust-03675,m-004,16,7,7013.19,1001.88,482.75,1789.15,5,1,284,44.7,0.429,0.0,REGULAR,4.21,VALIDATION
cust-03676,m-004,60,10,13124.8,1312.48,687.11,3021.37,5,1,341,31.2,0.4,0.5,AT_RISK,56.36,TRAIN
cust-03677,m-004,89,6,8310.94,1385.16,732.09,3021.37,5,1,346,51.4,0.167,0.333,INACTIVE,75.64,TEST
cust-03678,m-004,159,4,4775.48,1193.87,482.75,1789.15,4,1,340,60.3,0.75,0.5,INACTIVE,100.0,TEST
cust-03679,m-004,5,7,8766.37,1252.34,482.75,3021.37,7,1,334,54.8,0.571,0.429,REGULAR,1.12,TRAIN
cust-03680,m-004,116,6,5895.74,982.62,482.75,1789.15,5,1,282,33.2,0.333,0.333,INACTIVE,100.0,VALIDATION
cust-03681,m-004,28,6,7325.76,1220.96,687.11,3021.37,4,1,304,55.2,0.333,0.5,REGULAR,6.89,VALIDATION
cust-03682,m-004,180,6,8528.94,1421.49,482.75,3021.37,6,1,279,19.8,0.333,0.333,INACTIVE,100.0,TRAIN
cust-03683,m-004,149,5,3669.69,733.94,687.11,781.69,3,1,360,52.8,0.4,0.4,INACTIVE,100.0,VALIDATION
cust-03684,m-004,120,4,4725.88,1181.47,482.75,1789.15,4,1,190,23.3,0.25,0.0,INACTIVE,100.0,TRAIN
cust-03685,m-004,125,5,4808.55,961.71,482.75,1789.15,4,1,337,53.0,0.2,0.0,INACTIVE,100.0,VALIDATION
cust-03686,m-004,33,5,4646.71,929.34,482.75,1721.89,4,1,364,82.8,0.2,0.4,AT_RISK,6.78,TRAIN
cust-03687,m-004,79,4,4842.74,1210.68,482.75,1789.15,3,1,354,91.7,0.75,0.25,INACTIVE,16.69,TRAIN
cust-03688,m-004,103,9,11665.89,1296.21,482.75,3021.37,7,1,305,25.2,0.444,0.444,INACTIVE,100.0,TRAIN
cust-03689,m-004,31,8,14629.56,1828.7,482.75,3021.37,3,1,344,44.7,0.5,0.5,AT_RISK,6.74,TEST
cust-03690,m-004,189,2,2521.24,1260.62,732.09,1789.15,2,1,277,88.0,0.5,0.5,INACTIVE,100.0,TRAIN
cust-03691,m-004,11,9,11665.89,1296.21,482.75,3021.37,7,1,350,42.4,0.444,0.333,REGULAR,2.35,TRAIN
cust-03692,m-004,83,7,8604.85,1229.26,482.75,1789.15,2,1,324,40.2,0.429,0.429,INACTIVE,83.35,TRAIN
cust-03693,m-004,49,3,3726.19,1242.06,732.09,1721.89,3,1,263,107.0,0.333,0.0,INACTIVE,13.92,TRAIN
cust-03694,m-004,127,4,5712.78,1428.2,687.11,3021.37,4,1,285,52.7,0.75,0.25,INACTIVE,100.0,TRAIN
cust-03696,m-004,1,7,8226.25,1175.18,482.75,3021.37,6,1,360,59.8,0.143,0.143,REGULAR,0.21,TRAIN
cust-03697,m-004,4,5,5311.85,1062.37,687.11,1789.15,4,1,191,46.8,0.4,0.4,REGULAR,1.56,VALIDATION
cust-03698,m-004,45,4,4862.98,1215.75,687.11,1721.89,3,1,337,97.3,0.25,0.0,AT_RISK,9.99,TEST
cust-03699,m-004,202,8,8304.9,1038.11,482.75,3021.37,4,1,354,21.7,0.5,0.375,INACTIVE,100.0,TEST
cust-03700,m-004,94,2,4743.26,2371.63,1721.89,3021.37,2,1,289,195.0,0.0,0.5,INACTIVE,24.31,VALIDATION
cust-03701,m-004,22,7,7572.65,1081.81,482.75,1789.15,4,1,362,56.7,0.571,0.143,REGULAR,4.55,TRAIN
cust-03702,m-004,54,4,6702.58,1675.64,687.11,3021.37,4,1,299,81.7,0.5,0.25,AT_RISK,13.5,TRAIN
cust-03703,m-004,22,7,10567.43,1509.63,732.09,3021.37,5,1,349,54.5,0.286,0.429,REGULAR,4.71,TRAIN
cust-03704,m-004,165,2,1419.2,709.6,687.11,732.09,2,1,212,47.0,0.5,0.0,INACTIVE,100.0,TEST
cust-03705,m-004,254,3,5430.37,1810.12,687.11,3021.37,3,1,274,10.0,0.333,0.0,INACTIVE,100.0,VALIDATION
cust-03706,m-004,113,6,5923.06,987.18,482.75,1721.89,4,1,284,34.2,0.333,0.0,INACTIVE,100.0,TRAIN
cust-03707,m-004,65,5,9053.65,1810.73,732.09,3021.37,4,1,278,53.2,0.6,0.0,INACTIVE,35.17,TRAIN
cust-03708,m-004,54,4,5463.44,1365.86,482.75,3021.37,4,1,201,49.0,0.5,0.25,AT_RISK,27.55,TRAIN
cust-03709,m-004,12,12,16513.62,1376.14,482.75,3021.37,8,1,364,32.0,0.25,0.333,REGULAR,2.47,TRAIN
cust-03710,m-004,157,6,7762.06,1293.68,732.09,3021.37,3,1,338,36.2,0.333,0.667,INACTIVE,100.0,TRAIN
cust-03711,m-004,23,5,7871.03,1574.21,781.69,1789.15,3,1,304,70.2,0.0,0.4,REGULAR,5.66,TRAIN
cust-03712,m-004,12,5,8874.15,1774.83,687.11,3021.37,3,1,242,57.5,0.6,0.2,REGULAR,3.7,TEST
cust-03713,m-004,109,5,6531.29,1306.26,482.75,3021.37,3,1,343,58.5,0.4,0.2,INACTIVE,99.51,TRAIN
cust-03714,m-004,5,5,3951.83,790.37,482.75,1721.89,3,1,344,84.8,0.6,0.8,REGULAR,1.09,TRAIN
cust-03715,m-004,16,8,9101.28,1137.66,482.75,1789.15,5,1,306,41.4,0.375,0.25,REGULAR,3.91,VALIDATION
cust-03716,m-004,35,7,8269.99,1181.43,482.75,1789.15,5,1,361,54.3,0.143,0.429,AT_RISK,7.25,VALIDATION
cust-03717,m-004,7,6,6934.54,1155.76,687.11,1789.15,5,1,337,66.0,0.333,0.333,REGULAR,1.55,VALIDATION
cust-03718,m-004,66,5,4627.55,925.51,687.11,1789.15,3,1,317,62.8,0.4,0.2,INACTIVE,20.37,TRAIN
cust-03719,m-004,51,1,1721.89,1721.89,1721.89,1721.89,1,1,51,51.0,0.0,0.0,NEW,73.56,VALIDATION
cust-03720,m-004,34,4,5856.96,1464.24,781.69,3021.37,3,1,284,83.3,0.5,0.25,AT_RISK,8.95,TRAIN
cust-03721,m-004,12,4,4208.94,1052.24,482.75,1721.89,4,1,341,109.7,0.5,0.5,REGULAR,2.63,TRAIN
cust-03722,m-004,41,3,3257.95,1085.98,687.11,1789.15,3,1,234,96.5,0.0,0.667,NEW,13.09,TEST
cust-03723,m-004,14,11,19541.63,1776.51,687.11,3021.37,6,1,328,31.4,0.182,0.545,REGULAR,3.19,TRAIN
cust-03724,m-004,69,7,10734.43,1533.49,482.75,3021.37,5,1,328,43.2,0.429,0.429,INACTIVE,54.43,TRAIN
cust-03725,m-004,97,2,1419.2,709.6,687.11,732.09,2,1,115,18.0,0.0,1.0,INACTIVE,100.0,TRAIN
cust-03726,m-004,46,7,6677.43,953.92,482.75,1789.15,6,1,357,51.8,0.429,0.286,AT_RISK,9.64,TRAIN
cust-03727,m-004,41,9,11803.15,1311.46,482.75,3021.37,5,1,359,39.8,0.111,0.111,AT_RISK,10.34,VALIDATION
cust-03728,m-004,57,2,2453.98,1226.99,732.09,1721.89,2,1,343,286.0,0.0,0.5,NEW,12.43,VALIDATION
cust-03729,m-004,96,2,965.5,482.75,482.75,482.75,1,1,106,10.0,0.5,0.0,INACTIVE,100.0,VALIDATION
cust-03730,m-004,3,14,15644.14,1117.44,482.75,3021.37,7,1,282,21.5,0.571,0.357,REGULAR,0.8,VALIDATION
cust-03731,m-004,6,11,18055.45,1641.4,482.75,3021.37,7,1,347,34.1,0.364,0.636,REGULAR,1.29,TRAIN
cust-03732,m-004,38,5,7347.17,1469.43,482.75,3021.37,5,1,292,63.5,0.4,0.6,AT_RISK,9.73,VALIDATION
cust-03733,m-004,35,9,9671.53,1074.61,482.75,1789.15,7,1,324,36.1,0.444,0.444,AT_RISK,8.08,TRAIN
cust-03734,m-004,350,1,3021.37,3021.37,3021.37,3021.37,1,1,350,350.0,0.0,1.0,INACTIVE,74.79,TRAIN
cust-03735,m-004,30,7,8924.03,1274.86,482.75,1789.15,5,1,360,55.0,0.429,0.571,REGULAR,6.23,TRAIN
cust-03736,m-004,72,7,8719.67,1245.67,482.75,1789.15,4,1,275,33.8,0.143,0.429,INACTIVE,76.87,TRAIN
cust-03737,m-004,39,7,5321.43,760.2,482.75,1721.89,4,1,267,38.0,0.571,0.143,AT_RISK,12.41,TRAIN
cust-03738,m-004,22,2,4293.58,2146.79,1272.21,3021.37,2,1,228,206.0,0.5,0.5,NEW,7.21,TEST
cust-03739,m-004,114,3,1996.53,665.51,482.75,781.69,3,1,311,98.5,0.333,0.333,INACTIVE,50.65,TRAIN
cust-03740,m-004,35,3,1747.19,582.4,482.75,781.69,2,1,320,142.5,0.667,0.333,NEW,8.18,VALIDATION
cust-03741,m-004,53,5,7279.91,1455.98,482.75,3021.37,5,1,357,76.0,0.2,0.2,AT_RISK,11.1,TEST
cust-03742,m-004,98,9,14410.09,1601.12,482.75,3021.37,5,1,361,32.9,0.444,0.333,INACTIVE,100.0,TRAIN
cust-03743,m-004,32,6,6617.94,1102.99,482.75,1721.89,5,1,154,24.4,0.333,0.5,AT_RISK,26.88,TRAIN
cust-03744,m-004,17,7,8659.37,1237.05,482.75,1789.15,4,1,356,56.5,0.286,0.429,REGULAR,3.57,TEST
cust-03745,m-004,37,7,6958.71,994.1,482.75,1721.89,4,1,343,51.0,0.286,0.429,AT_RISK,8.07,TRAIN
cust-03746,m-004,50,7,8692.55,1241.79,781.69,3021.37,3,1,305,42.5,0.286,0.571,AT_RISK,23.5,TRAIN
cust-03747,m-004,50,7,8755.63,1250.8,687.11,1789.15,5,1,354,50.7,0.571,0.429,AT_RISK,10.56,TEST
cust-03748,m-004,111,3,5542.61,1847.54,732.09,3021.37,3,1,323,106.0,0.333,0.0,INACTIVE,33.19,TRAIN
cust-03749,m-004,28,7,5121.69,731.67,482.75,1721.89,4,1,351,53.8,0.143,0.286,REGULAR,5.97,TRAIN
cust-03750,m-004,22,7,6651.01,950.14,482.75,1721.89,5,1,245,37.2,0.143,0.286,REGULAR,6.71,VALIDATION
cust-03751,m-004,33,2,2503.58,1251.79,781.69,1721.89,2,1,342,309.0,0.5,0.5,NEW,7.22,TEST
cust-03752,m-004,53,8,14463.78,1807.97,482.75,3021.37,4,1,301,35.4,0.375,0.625,AT_RISK,39.56,TRAIN
cust-03753,m-004,10,5,11567.69,2313.54,781.69,3021.37,3,1,301,72.8,0.2,0.6,REGULAR,2.48,VALIDATION
cust-03754,m-004,112,5,7702.27,1540.45,482.75,3021.37,5,1,303,47.8,0.2,0.0,INACTIVE,100.0,TRAIN
cust-03755,m-004,0,9,12486.81,1387.42,732.09,3021.37,5,1,311,38.9,0.222,0.333,REGULAR,0.0,TRAIN
cust-03756,m-004,29,6,8076.8,1346.13,687.11,3021.37,4,1,262,46.6,0.167,0.667,REGULAR,8.27,TRAIN
cust-03757,m-004,103,3,4292.73,1430.91,781.69,1789.15,3,1,340,118.5,0.667,0.333,INACTIVE,22.65,VALIDATION
cust-03758,m-004,4,5,4741.29,948.26,482.75,1721.89,4,1,309,76.2,0.6,0.2,REGULAR,0.97,TRAIN
cust-03759,m-004,56,4,5316.84,1329.21,732.09,3021.37,3,1,222,55.3,0.25,0.0,AT_RISK,19.88,TEST
cust-03760,m-004,12,7,7039.01,1005.57,482.75,1789.15,4,1,349,56.2,0.429,0.143,REGULAR,2.57,TRAIN
cust-03761,m-004,62,6,8593.74,1432.29,687.11,3021.37,4,1,300,47.6,0.167,0.167,INACTIVE,37.05,TRAIN
cust-03762,m-004,48,7,9443.59,1349.08,687.11,3021.37,5,1,355,51.2,0.571,0.143,AT_RISK,10.11,TRAIN
cust-03763,m-004,88,5,5598.01,1119.6,482.75,1789.15,4,1,335,61.8,0.2,0.4,INACTIVE,58.94,TEST
cust-03764,m-004,6,8,11047.88,1380.98,482.75,3021.37,5,1,360,50.6,0.125,0.25,REGULAR,1.25,TRAIN
cust-03765,m-004,17,8,12293.94,1536.74,687.11,3021.37,5,1,304,41.0,0.125,0.5,REGULAR,4.18,TEST
cust-03766,m-004,32,4,3469.08,867.27,482.75,1721.89,3,1,325,97.7,0.5,1.0,AT_RISK,7.36,TEST
cust-03767,m-004,83,4,7804.62,1951.16,1272.21,3021.37,4,1,333,83.3,0.25,0.25,INACTIVE,18.64,TRAIN
cust-03768,m-004,74,4,5463.44,1365.86,482.75,3021.37,4,1,356,94.0,0.25,0.25,INACTIVE,15.55,TRAIN
cust-03769,m-004,39,3,4850.51,1616.84,1272.21,1789.15,2,1,179,70.0,0.667,0.0,NEW,16.25,TEST
cust-03770,m-004,42,4,5048.0,1262.0,781.69,1721.89,3,1,176,44.7,0.0,0.25,AT_RISK,17.8,TRAIN
cust-03771,m-004,4,9,13815.29,1535.03,482.75,3021.37,5,1,358,44.2,0.556,0.444,REGULAR,0.84,TRAIN
cust-03772,m-004,77,6,9790.36,1631.73,687.11,3021.37,5,1,321,48.8,0.5,0.167,INACTIVE,60.23,TEST
cust-03773,m-004,138,5,4000.83,800.17,482.75,1272.21,4,1,295,39.2,0.2,0.6,INACTIVE,100.0,TRAIN
cust-03774,m-004,20,8,11092.86,1386.61,482.75,3021.37,5,1,360,48.6,0.25,0.25,REGULAR,4.16,TRAIN
cust-03775,m-004,34,2,3511.04,1755.52,1721.89,1789.15,2,1,274,240.0,0.0,0.0,NEW,9.27,TRAIN
cust-03776,m-004,19,8,11938.48,1492.31,482.75,3021.37,6,1,332,44.7,0.375,0.375,REGULAR,4.28,TRAIN
cust-03777,m-004,166,3,1996.53,665.51,482.75,781.69,3,1,362,98.0,0.667,0.0,INACTIVE,100.0,TRAIN
cust-03778,m-004,68,3,2536.65,845.55,482.75,1272.21,3,1,182,57.0,0.667,0.0,INACTIVE,44.37,TEST
cust-03779,m-004,80,4,5497.68,1374.42,781.69,1721.89,3,1,360,93.3,0.25,0.75,INACTIVE,16.62,TRAIN
cust-03780,m-004,190,2,4293.58,2146.79,1272.21,3021.37,2,1,323,133.0,0.0,1.0,INACTIVE,100.0,TRAIN
cust-03781,m-004,20,7,9380.67,1340.1,687.11,1789.15,4,1,351,55.2,0.0,0.286,REGULAR,4.26,TEST
cust-03782,m-004,65,5,7479.65,1495.93,732.09,3021.37,4,1,333,67.0,0.2,0.4,INACTIVE,14.6,TRAIN
cust-03783,m-004,259,2,1264.44,632.22,482.75,781.69,2,1,306,47.0,0.5,0.5,INACTIVE,100.0,TRAIN
cust-03784,m-004,42,6,6560.88,1093.48,687.11,1789.15,4,1,282,48.0,0.167,0.333,AT_RISK,11.13,TRAIN
cust-03785,m-004,28,5,4522.39,904.48,482.75,1789.15,4,1,356,82.0,0.2,0.2,REGULAR,5.88,TRAIN
cust-03786,m-004,12,8,9256.04,1157.01,482.75,1789.15,7,1,323,44.4,0.375,0.5,REGULAR,2.78,TRAIN
cust-03787,m-004,64,7,9751.55,1393.08,482.75,3021.37,6,1,354,48.3,0.571,0.429,INACTIVE,37.07,TRAIN
cust-03788,m-004,107,4,5913.12,1478.28,482.75,3021.37,4,1,343,78.7,0.25,0.5,INACTIVE,65.78,TRAIN
cust-03789,m-004,80,5,5711.93,1142.39,687.11,1789.15,5,1,315,58.8,0.0,0.2,INACTIVE,50.79,TRAIN
cust-03790,m-004,19,7,10273.11,1467.59,482.75,3021.37,6,1,350,55.2,0.286,0.286,REGULAR,4.06,TRAIN
cust-03791,m-004,47,5,6634.47,1326.89,687.11,1721.89,3,1,356,77.2,0.6,0.2,AT_RISK,9.87,TEST
cust-03792,m-004,8,7,7055.71,1007.96,482.75,1721.89,4,1,243,39.2,0.286,0.0,REGULAR,2.46,TRAIN
cust-03793,m-004,14,4,3835.28,958.82,482.75,1789.15,3,1,364,116.7,0.5,0.5,REGULAR,2.88,TRAIN
cust-03794,m-004,90,4,5222.26,1305.56,687.11,3021.37,4,1,218,42.7,0.0,0.25,INACTIVE,100.0,TRAIN
cust-03795,m-004,8,6,8711.02,1451.84,732.09,3021.37,4,1,259,50.2,0.167,0.167,REGULAR,2.31,TRAIN
cust-03796,m-004,31,6,8012.0,1335.33,482.75,3021.37,6,1,329,59.6,0.167,0.5,AT_RISK,7.05,TRAIN
cust-03797,m-004,38,12,17829.68,1485.81,482.75,3021.37,7,1,343,27.7,0.25,0.333,AT_RISK,23.73,TRAIN
cust-03798,m-004,100,6,10790.9,1798.48,482.75,3021.37,4,1,322,44.4,0.0,0.333,INACTIVE,100.0,TRAIN
cust-03799,m-004,74,5,6247.43,1249.49,732.09,1789.15,4,1,346,68.0,0.2,0.6,INACTIVE,24.99,TRAIN
cust-03800,m-004,23,8,8491.0,1061.38,482.75,3021.37,6,1,264,34.4,0.125,0.125,REGULAR,6.51,TEST
cust-03801,m-004,0,9,9227.71,1025.3,482.75,3021.37,6,1,316,39.5,0.222,0.444,REGULAR,0.0,TRAIN
cust-03802,m-004,10,2,2204.64,1102.32,482.75,1721.89,2,1,169,159.0,0.0,0.0,NEW,4.41,TRAIN
cust-03803,m-004,70,8,13829.98,1728.75,482.75,3021.37,6,1,361,41.6,0.25,0.125,INACTIVE,57.1,TRAIN
cust-03804,m-004,18,9,17392.71,1932.52,732.09,3021.37,5,1,364,43.2,0.333,0.444,REGULAR,3.7,TRAIN
cust-03805,m-004,13,3,2736.39,912.13,732.09,1272.21,2,1,300,143.5,0.0,0.667,NEW,3.24,TRAIN
cust-03806,m-004,77,8,10081.1,1260.14,687.11,3021.37,5,1,286,29.9,0.125,0.75,INACTIVE,90.77,TRAIN
cust-03807,m-004,58,3,4130.89,1376.96,687.11,1721.89,2,1,305,123.5,0.333,0.0,INACTIVE,14.22,VALIDATION
cust-03808,m-004,179,4,5508.42,1377.1,482.75,3021.37,4,1,341,54.0,0.5,0.25,INACTIVE,100.0,TRAIN
cust-03809,m-004,30,2,2053.9,1026.95,781.69,1272.21,2,1,337,307.0,0.0,0.5,NEW,6.66,TRAIN
cust-03810,m-004,123,5,7048.23,1409.65,482.75,3021.37,4,1,352,57.2,0.2,0.4,INACTIVE,100.0,TRAIN
cust-03811,m-004,111,6,6467.2,1077.87,687.11,1721.89,5,1,301,38.0,0.333,0.333,INACTIVE,100.0,TRAIN
cust-03812,m-004,75,2,1169.86,584.93,482.75,687.11,2,1,322,247.0,0.5,0.0,INACTIVE,17.41,TRAIN
cust-03813,m-004,44,4,5470.36,1367.59,687.11,1789.15,4,1,330,95.3,0.5,0.25,AT_RISK,9.97,TEST
cust-03814,m-004,131,3,1747.19,582.4,482.75,781.69,2,1,358,113.5,0.333,0.0,INACTIVE,53.62,VALIDATION
cust-03815,m-004,235,2,1754.96,877.48,482.75,1272.21,2,1,275,40.0,0.5,0.5,INACTIVE,100.0,TEST
cust-03816,m-004,43,6,5204.88,867.48,482.75,1789.15,5,1,349,61.2,0.167,0.333,AT_RISK,9.21,TRAIN
cust-03817,m-004,38,7,10171.61,1453.09,482.75,3021.37,4,1,266,38.0,0.429,0.286,AT_RISK,10.67,VALIDATION
cust-03818,m-004,5,7,15928.53,2275.5,781.69,3021.37,4,1,238,38.8,0.286,0.429,REGULAR,1.57,TRAIN
cust-03819,m-004,11,3,6082.73,2027.58,1272.21,3021.37,3,1,260,124.5,0.667,0.0,NEW,3.16,TRAIN
cust-03820,m-004,13,5,8491.73,1698.35,687.11,3021.37,5,1,211,49.5,0.6,0.0,REGULAR,4.6,TRAIN
cust-03821,m-004,28,7,11478.91,1639.84,482.75,3021.37,5,1,256,38.0,0.714,0.571,REGULAR,8.17,TEST
cust-03822,m-004,28,7,9061.13,1294.45,687.11,1789.15,4,1,332,50.7,0.0,0.571,REGULAR,6.31,TRAIN
cust-03823,m-004,19,9,10163.89,1129.32,482.75,3021.37,5,1,317,37.2,0.222,0.333,REGULAR,4.48,TRAIN
cust-03824,m-004,51,8,8833.68,1104.21,482.75,1789.15,6,1,347,42.3,0.5,0.25,AT_RISK,24.04,TRAIN
cust-03825,m-004,14,3,3257.95,1085.98,687.11,1789.15,3,1,295,140.5,0.0,0.667,NEW,3.55,TRAIN
cust-03826,m-004,96,4,4673.98,1168.49,482.75,3021.37,3,1,331,78.3,0.25,0.5,INACTIVE,48.24,TRAIN
cust-03827,m-004,6,9,7597.35,844.15,482.75,1789.15,5,1,259,31.6,0.111,0.444,REGULAR,1.73,TRAIN
cust-03828,m-004,158,4,6505.14,1626.28,1272.21,1789.15,3,1,288,43.3,0.5,0.0,INACTIVE,100.0,TRAIN
cust-03829,m-004,0,3,6729.85,2243.28,687.11,3021.37,2,1,348,174.0,0.333,0.333,NEW,0.0,TRAIN
cust-03830,m-004,43,5,6380.51,1276.1,482.75,1721.89,3,1,363,80.0,0.2,0.6,AT_RISK,8.86,TRAIN
cust-03831,m-004,312,1,3021.37,3021.37,3021.37,3021.37,1,1,312,312.0,1.0,1.0,INACTIVE,74.76,VALIDATION
cust-03832,m-004,24,4,4026.86,1006.72,482.75,1789.15,3,1,218,64.7,0.0,0.0,REGULAR,8.22,TRAIN
